#data counter step time
150 1 494 10.0
100 2 498 10.0
150 3 515 10.0
150 4 552 11.0
100 5 555 11.0
150 6 561 11.0
100 7 562 11.0
100 8 568 11.0
50 9 574 11.0
500 10 610 12.0
75 11 613 12.0
75 12 616 12.0
50 13 631 12.0
100 14 673 13.0
100 15 674 13.0
100 16 677 13.0
500 17 678 13.0
100 18 683 13.0
100 19 693 13.0
100 20 703 14.0
150 21 726 14.0
100 22 770 15.0
100 23 776 15.0
500 24 784 15.0
500 25 786 15.0
75 26 787 15.0
100 27 816 16.0
100 28 829 16.0
75 29 839 16.0
75 30 875 17.0
75 31 890 17.0
75 32 911 18.0
50 33 921 18.0
500 34 925 18.0
500 35 939 18.0
150 36 967 19.0
500 37 1004 19.0
