#data counter step time
150 1 462 10.0
75 2 474 10.0
50 3 483 10.0
100 4 484 10.0
50 5 499 10.0
500 6 549 11.0
100 7 563 11.0
50 8 599 12.0
100 9 617 12.0
100 10 619 12.0
75 11 649 13.0
100 12 651 13.0
75 13 653 13.0
150 14 654 13.0
50 15 662 13.0
150 16 668 13.0
50 17 672 13.0
50 18 677 13.0
50 19 695 14.0
150 20 713 14.0
75 21 715 14.0
100 22 716 14.0
100 23 720 14.0
75 24 737 14.0
50 25 756 15.0
150 26 773 15.0
150 27 776 15.0
150 28 782 15.0
150 29 796 15.0
75 30 798 15.0
150 31 808 16.0
100 32 830 16.0
100 33 835 16.0
150 34 870 17.0
500 35 902 17.0
150 36 915 17.0
100 37 947 18.0
50 38 1029 19.0
500 39 1031 19.0
