#data counter step time
100 1 1695 86.0
100 2 1739 88.0
150 3 1743 89.0
150 4 1842 95.0
150 5 1946 103.0
100 6 1953 104.0
100 7 2059 113.0
100 8 2077 114.0
100 9 2110 117.0
100 10 2121 117.0
100 11 2127 118.0
50 12 2129 118.0
500 13 2154 119.0
75 14 2168 120.0
500 15 2190 122.0
150 16 2202 123.0
100 17 2204 123.0
50 18 2226 124.0
100 19 2235 124.0
100 20 2272 127.0
75 21 2308 130.0
100 22 2313 130.0
75 23 2314 130.0
150 24 2351 132.0
100 25 2353 132.0
50 26 2373 133.0
75 27 2399 135.0
75 28 2404 135.0
100 29 2425 137.0
75 30 2453 138.0
75 31 2454 138.0
100 32 2473 139.0
100 33 2500 142.0
100 34 2516 144.0
500 35 2518 144.0
50 36 2527 145.0
150 37 2535 146.0
150 38 2541 147.0
50 39 2542 147.0
100 40 2560 148.0
100 41 2564 148.0
150 42 2566 148.0
100 43 2568 148.0
500 44 2609 152.0
100 45 2613 152.0
50 46 2619 153.0
500 47 2636 154.0
150 48 2646 155.0
150 49 2673 157.0
150 50 2674 157.0
100 51 2681 158.0
75 52 2699 159.0
150 53 2703 160.0
50 54 2716 161.0
100 55 2717 161.0
75 56 2728 162.0
500 57 2740 163.0
75 58 2752 164.0
150 59 2754 164.0
500 60 2764 165.0
75 61 2775 166.0
100 62 2783 167.0
75 63 2785 167.0
50 64 2793 168.0
100 65 2794 168.0
75 66 2795 168.0
75 67 2813 169.0
100 68 2815 169.0
75 69 2820 170.0
50 70 2830 171.0
50 71 2833 171.0
100 72 2850 173.0
50 73 2921 181.0
500 74 2938 183.0
50 75 2951 184.0
100 76 2959 184.0
100 77 2982 186.0
100 78 2997 187.0
150 79 3026 189.0
50 80 3029 189.0
100 81 3032 189.0
100 82 3043 190.0
150 83 3085 192.0
100 84 3094 193.0
50 85 3116 194.0
75 86 3134 195.0
150 87 3136 195.0
75 88 3147 195.0
100 89 3181 197.0
500 90 3203 198.0
100 91 3204 198.0
50 92 3233 199.0
50 93 3259 203.0
50 94 3262 203.0
100 95 3268 205.0
75 96 3269 205.0
75 97 3272 205.0
100 98 3278 206.0
500 99 3290 207.0
50 100 3310 210.0
500 101 3311 210.0
100 102 3314 211.0
100 103 3316 211.0
50 104 3329 214.0
75 105 3333 215.0
75 106 3346 218.0
100 107 3349 218.0
100 108 3352 219.0
100 109 3355 220.0
75 110 3361 221.0
100 111 3362 221.0
75 112 3369 222.0
100 113 3376 224.0
75 114 3385 229.0
100 115 3388 230.0
50 116 3391 232.0
150 117 3397 233.0
150 118 3399 234.0
75 119 3401 234.0
500 120 3416 238.0
50 121 3419 238.0
50 122 3422 240.0
100 123 3424 240.0
50 124 3435 243.0
150 125 3446 246.0
500 126 3457 248.0
500 127 3467 253.0
100 128 3486 261.0
75 129 3501 266.0
75 130 3506 267.0
500 131 3519 279.0
75 132 3527 282.0
75 133 3538 286.0
150 134 3545 289.0
100 135 3563 304.0
50 136 3570 306.0
100 137 3573 310.0
100 138 3579 312.0
100 139 3593 324.0
150 140 3601 331.0
100 141 3603 336.0
75 142 3624 377.0
75 143 3626 378.0
500 144 3629 379.0
50 145 3633 383.0
100 146 3650 405.0
50 147 3659 455.0
100 148 3662 465.0
