#data counter
3949168.994413 1
5006312.849162 2
4395933.908046 3
3632078.729282 4
4708053.977273 5
4527592.857143 6
3923940.373563 7
4273902.777778 8
4259673.763736 9
4015535.714286 10
4434842.857143 11
3296580.459770 12
4008100.282486 13
4524073.660714 14
4369263.005780 15
4322941.176471 16
4745086.705202 17
2809835.714286 18
4546735.714286 19
2952342.896175 20
4647776.243094 21
3364788.194444 22
4989120.879121 23
4565525.147929 24
4705897.790055 25
5058068.484043 26
4865457.650273 27
4214500.000000 28
3189842.857143 29
4082528.248588 30
4466180.939227 31
3973128.612717 32
4340745.192308 33
4225442.857143 34
3703945.312500 35
4604013.157895 36
5340587.016575 37
5215894.886364 38
4498392.857143 39
3983000.000000 40
4262219.101124 41
3323922.050562 42
4827011.494253 43
4469930.939227 44
3949357.541899 45
4063709.016393 46
4025516.759777 47
4483705.089820 48
4351593.750000 49
3666322.674419 50
4531800.847458 51
3332173.913043 52
3725920.658683 53
4941779.661017 54
4737513.812155 55
5203521.428571 56
3703764.450867 57
4312562.849162 58
4399974.856322 59
4285195.086705 60
4480819.672131 61
4447577.205882 62
4588250.000000 63
4134806.882022 64
3166621.323529 65
4145153.631285 66
3378392.857143 67
4627146.892655 68
3801362.994350 69
3627840.589888 70
3831224.856322 71
3633713.017751 72
4639774.011299 73
3517835.714286 74
3821822.033898 75
3059450.867052 76
4706486.486486 77
3609284.156977 78
4534283.625731 79
4411673.728814 80
4752690.373563 81
4339266.759777 82
2544642.319277 83
3812639.664804 84
4704505.494505 85
4305195.086705 86
4292923.976608 87
4685506.465517 88
2986405.325444 89
4226719.613260 90
3874518.716578 91
3823271.428571 92
4074240.331492 93
4405572.033898 94
4083538.194444 95
4246613.128492 96
3703947.740113 97
4437960.526316 98
4465204.918033 99
4163025.412088 100
