#data counter
2175 1
1300 2
1950 3
975 4
525 5
1800 6
1575 7
1450 8
1425 9
1275 10
925 11
825 12
900 13
2600 14
2575 15
775 16
1950 17
1550 18
1825 19
900 20
1475 21
500 22
1175 23
2175 24
1425 25
525 26
950 27
1625 28
1450 29
1050 30
950 31
2000 32
1525 33
925 34
1150 35
600 36
950 37
2250 38
1025 39
675 40
1175 41
1250 42
1800 43
1575 44
300 45
975 46
1825 47
2975 48
500 49
1350 50
400 51
1850 52
3500 53
1475 54
1000 55
2125 56
1875 57
1250 58
725 59
3500 60
750 61
1600 62
1100 63
1850 64
1475 65
1375 66
2750 67
1425 68
1250 69
1525 70
1500 71
1400 72
2950 73
2350 74
1975 75
2350 76
325 77
3625 78
2275 79
1125 80
1575 81
475 82
1750 83
1100 84
1100 85
925 86
2725 87
3350 88
975 89
475 90
275 91
1075 92
1700 93
2300 94
1125 95
1500 96
2275 97
1850 98
900 99
1525 100
