#data counter
29 1
40 2
32 3
31 4
32 5
38 6
41 7
36 8
38 9
38 10
32 11
39 12
43 13
25 14
25 15
33 16
37 17
26 18
40 19
41 20
25 21
39 22
38 23
37 24
31 25
38 26
36 27
32 28
40 29
45 30
31 31
26 32
30 33
33 34
39 35
30 36
31 37
36 38
33 39
32 40
38 41
36 42
31 43
37 44
34 45
30 46
26 47
31 48
34 49
28 50
29 51
31 52
26 53
29 54
33 55
28 56
35 57
38 58
32 59
35 60
38 61
38 62
36 63
34 64
35 65
40 66
43 67
32 68
33 69
36 70
31 71
35 72
42 73
33 74
26 75
35 76
26 77
40 78
27 79
34 80
33 81
32 82
30 83
34 84
34 85
38 86
30 87
33 88
31 89
32 90
33 91
31 92
38 93
37 94
27 95
30 96
33 97
34 98
40 99
29 100
