#data counter step time
100 1 1499 71.0
150 2 1571 75.0
50 3 1821 91.0
100 4 1859 93.0
100 5 1895 97.0
150 6 1959 101.0
50 7 1981 102.0
100 8 1983 102.0
500 9 2018 106.0
100 10 2058 108.0
100 11 2083 109.0
150 12 2135 112.0
50 13 2145 113.0
150 14 2146 113.0
50 15 2147 113.0
150 16 2154 113.0
50 17 2168 114.0
50 18 2185 115.0
50 19 2290 121.0
50 20 2291 121.0
100 21 2313 122.0
500 22 2328 123.0
500 23 2344 124.0
150 24 2358 125.0
100 25 2413 128.0
100 26 2427 129.0
75 27 2441 130.0
75 28 2472 132.0
150 29 2486 133.0
150 30 2494 133.0
150 31 2506 134.0
75 32 2514 134.0
150 33 2524 135.0
100 34 2539 136.0
75 35 2551 137.0
75 36 2570 138.0
150 37 2574 138.0
500 38 2578 139.0
75 39 2582 139.0
150 40 2583 139.0
150 41 2584 139.0
100 42 2607 140.0
50 43 2609 140.0
500 44 2618 141.0
75 45 2623 141.0
150 46 2628 141.0
100 47 2641 144.0
100 48 2646 145.0
100 49 2648 145.0
100 50 2660 147.0
100 51 2664 147.0
100 52 2675 148.0
100 53 2678 149.0
150 54 2702 151.0
100 55 2704 151.0
50 56 2707 152.0
150 57 2718 153.0
100 58 2742 154.0
100 59 2746 155.0
50 60 2748 155.0
100 61 2777 158.0
50 62 2805 162.0
100 63 2825 164.0
150 64 2826 164.0
150 65 2835 164.0
100 66 2837 164.0
100 67 2842 165.0
150 68 2864 167.0
150 69 2875 168.0
150 70 2877 168.0
75 71 2878 169.0
100 72 2888 170.0
150 73 2891 170.0
100 74 2912 172.0
50 75 2925 174.0
50 76 2941 176.0
150 77 2942 178.0
100 78 2944 178.0
500 79 2952 179.0
50 80 2953 179.0
500 81 2954 179.0
500 82 2964 180.0
100 83 2969 180.0
50 84 2973 181.0
100 85 3011 183.0
500 86 3018 183.0
50 87 3023 184.0
75 88 3031 184.0
500 89 3043 185.0
100 90 3054 185.0
75 91 3064 186.0
500 92 3107 189.0
100 93 3114 189.0
150 94 3126 190.0
150 95 3137 191.0
150 96 3143 191.0
100 97 3146 191.0
500 98 3190 194.0
150 99 3244 198.0
50 100 3247 198.0
500 101 3258 199.0
50 102 3262 199.0
500 103 3267 199.0
50 104 3283 200.0
150 105 3305 202.0
500 106 3332 204.0
100 107 3334 204.0
100 108 3346 205.0
100 109 3350 206.0
75 110 3352 206.0
150 111 3358 207.0
500 112 3370 208.0
500 113 3387 211.0
100 114 3388 211.0
100 115 3390 211.0
100 116 3396 212.0
50 117 3402 213.0
150 118 3411 215.0
500 119 3414 215.0
100 120 3416 217.0
100 121 3420 219.0
50 122 3424 219.0
50 123 3432 222.0
150 124 3458 231.0
150 125 3459 232.0
75 126 3460 232.0
150 127 3466 233.0
50 128 3487 236.0
150 129 3490 237.0
50 130 3502 239.0
75 131 3510 245.0
50 132 3513 247.0
75 133 3519 252.0
150 134 3524 254.0
100 135 3527 257.0
75 136 3536 260.0
150 137 3538 260.0
100 138 3547 267.0
100 139 3549 267.0
150 140 3560 270.0
150 141 3578 276.0
50 142 3580 277.0
75 143 3590 284.0
50 144 3597 288.0
100 145 3601 299.0
75 146 3603 301.0
100 147 3619 325.0
100 148 3621 325.0
75 149 3632 347.0
150 150 3637 351.0
100 151 3642 353.0
100 152 3658 415.0
500 153 3670 501.0
