#data counter step time
50 1 444 10.0
75 2 445 10.0
50 3 446 10.0
150 4 448 10.0
100 5 449 10.0
50 6 451 10.0
500 7 454 10.0
75 8 458 10.0
500 9 461 10.0
100 10 477 11.0
500 11 479 11.0
75 12 497 11.0
100 13 502 11.0
100 14 515 11.0
100 15 516 11.0
50 16 549 12.0
100 17 550 12.0
150 18 562 12.0
75 19 566 12.0
50 20 593 13.0
75 21 598 13.0
500 22 600 13.0
150 23 608 13.0
100 24 638 14.0
150 25 646 14.0
150 26 653 14.0
100 27 661 15.0
100 28 688 15.0
50 29 697 15.0
100 30 701 15.0
100 31 727 16.0
500 32 732 16.0
100 33 734 16.0
50 34 763 17.0
75 35 772 17.0
50 36 813 18.0
100 37 820 18.0
500 38 844 19.0
50 39 878 20.0
500 40 883 20.0
