#data counter
168.750000 1
134.210526 2
170.312500 3
107.142857 4
172.500000 5
238.333333 6
213.636364 7
129.166667 8
194.230769 9
165.789474 10
160.294118 11
155.681818 12
155.769231 13
178.125000 14
184.375000 15
213.461538 16
145.588235 17
106.666667 18
217.187500 19
130.000000 20
157.142857 21
143.421053 22
105.769231 23
215.476190 24
141.176471 25
186.363636 26
189.705882 27
125.000000 28
212.500000 29
125.000000 30
119.117647 31
161.842105 32
197.058824 33
144.444444 34
130.555556 35
115.384615 36
202.500000 37
243.181818 38
195.000000 39
140.000000 40
126.666667 41
168.333333 42
208.928571 43
182.500000 44
200.000000 45
158.823529 46
212.500000 47
187.500000 48
108.823529 49
176.470588 50
156.250000 51
170.833333 52
187.500000 53
121.428571 54
192.708333 55
120.833333 56
151.315789 57
244.565217 58
207.500000 59
173.750000 60
157.500000 61
145.588235 62
162.500000 63
213.333333 64
153.846154 65
168.750000 66
158.333333 67
154.687500 68
133.333333 69
122.058824 70
173.214286 71
237.500000 72
108.928571 73
187.500000 74
95.000000 75
114.062500 76
132.291667 77
175.000000 78
83.750000 79
187.500000 80
236.363636 81
163.888889 82
194.444444 83
180.000000 84
136.764706 85
140.625000 86
107.692308 87
198.214286 88
206.250000 89
138.750000 90
102.631579 91
189.000000 92
129.545455 93
164.062500 94
208.333333 95
189.583333 96
132.608696 97
192.187500 98
183.928571 99
185.000000 100
