#data counter
3586689.393939 1
5192791.411043 2
3595271.084337 3
3649509.493671 4
4189857.594937 5
3388148.734177 6
4124171.597633 7
3284193.786982 8
4180166.666667 9
3162812.500000 10
5150182.748538 11
4876172.316384 12
4187500.000000 13
4385251.479290 14
4340889.261745 15
3861441.717791 16
3275191.082803 17
3418507.575758 18
2855706.521739 19
4090851.910828 20
4299875.776398 21
3969522.727273 22
3381493.710692 23
3543214.285714 24
3793110.465116 25
2859223.602484 26
3541783.625731 27
4030399.408284 28
3736729.559748 29
4650691.823899 30
