#data counter step time
50 1 1482 51.0
50 2 1549 56.0
100 3 1710 67.0
100 4 2101 94.0
50 5 2166 97.0
500 6 2252 102.0
75 7 2255 102.0
150 8 2261 103.0
150 9 2271 103.0
100 10 2272 103.0
500 11 2391 109.0
150 12 2471 113.0
150 13 2472 113.0
75 14 2499 114.0
100 15 2506 114.0
50 16 2543 116.0
150 17 2567 117.0
75 18 2579 118.0
150 19 2609 120.0
100 20 2625 121.0
100 21 2633 122.0
75 22 2705 126.0
150 23 2708 126.0
75 24 2735 128.0
100 25 2749 129.0
50 26 2760 130.0
150 27 2764 130.0
100 28 2775 131.0
50 29 2776 131.0
100 30 2781 131.0
100 31 2796 132.0
50 32 2797 132.0
150 33 2798 132.0
500 34 2828 133.0
50 35 2880 137.0
150 36 2899 138.0
100 37 2930 140.0
500 38 2933 140.0
100 39 2939 140.0
100 40 2944 140.0
50 41 2959 141.0
50 42 2964 141.0
100 43 2967 141.0
100 44 2971 142.0
75 45 2995 143.0
75 46 3024 146.0
100 47 3033 147.0
100 48 3058 149.0
50 49 3059 149.0
100 50 3060 149.0
50 51 3061 149.0
50 52 3083 150.0
50 53 3093 151.0
500 54 3096 151.0
500 55 3107 151.0
50 56 3115 152.0
150 57 3127 153.0
100 58 3136 153.0
150 59 3148 153.0
500 60 3155 154.0
100 61 3165 154.0
75 62 3175 156.0
50 63 3185 156.0
500 64 3195 157.0
150 65 3201 158.0
150 66 3215 159.0
100 67 3219 159.0
500 68 3221 159.0
100 69 3226 160.0
500 70 3233 161.0
100 71 3247 162.0
100 72 3257 163.0
150 73 3258 163.0
100 74 3317 166.0
100 75 3318 166.0
50 76 3334 167.0
100 77 3336 167.0
75 78 3358 169.0
500 79 3365 169.0
100 80 3367 169.0
100 81 3384 171.0
75 82 3388 172.0
500 83 3414 177.0
75 84 3417 177.0
500 85 3429 178.0
50 86 3432 178.0
500 87 3434 178.0
500 88 3443 179.0
100 89 3444 179.0
50 90 3454 179.0
100 91 3467 180.0
150 92 3470 180.0
75 93 3496 181.0
500 94 3523 182.0
500 95 3538 183.0
100 96 3539 183.0
150 97 3541 183.0
100 98 3559 184.0
150 99 3562 184.0
75 100 3587 185.0
50 101 3648 188.0
100 102 3680 189.0
75 103 3706 190.0
150 104 3707 190.0
150 105 3749 192.0
100 106 3763 192.0
100 107 3768 192.0
50 108 3781 193.0
150 109 3814 194.0
75 110 3832 196.0
500 111 3849 197.0
50 112 3850 197.0
500 113 3854 197.0
50 114 3872 201.0
150 115 3874 201.0
100 116 3877 201.0
75 117 3883 202.0
50 118 3892 203.0
100 119 3901 204.0
100 120 3907 205.0
50 121 3912 206.0
75 122 3924 207.0
50 123 3925 207.0
500 124 3936 208.0
75 125 3950 210.0
50 126 3957 211.0
100 127 3964 213.0
150 128 3971 214.0
500 129 3973 214.0
500 130 3977 217.0
100 131 4003 221.0
75 132 4017 223.0
50 133 4025 224.0
100 134 4032 225.0
500 135 4043 228.0
150 136 4053 230.0
50 137 4055 230.0
500 138 4067 232.0
100 139 4074 234.0
150 140 4078 235.0
100 141 4085 236.0
150 142 4097 239.0
50 143 4099 240.0
150 144 4106 241.0
100 145 4114 242.0
100 146 4117 242.0
50 147 4119 243.0
500 148 4126 244.0
500 149 4128 245.0
100 150 4144 250.0
75 151 4145 250.0
100 152 4168 257.0
500 153 4171 258.0
100 154 4176 262.0
500 155 4179 264.0
50 156 4186 267.0
50 157 4191 268.0
500 158 4196 269.0
100 159 4202 270.0
150 160 4213 272.0
150 161 4232 286.0
100 162 4235 288.0
100 163 4245 291.0
500 164 4247 291.0
100 165 4257 294.0
100 166 4264 296.0
75 167 4267 297.0
100 168 4270 298.0
50 169 4279 302.0
500 170 4284 305.0
50 171 4286 309.0
75 172 4288 310.0
150 173 4291 312.0
500 174 4298 316.0
500 175 4319 340.0
50 176 4333 352.0
50 177 4342 356.0
500 178 4348 370.0
150 179 4357 385.0
150 180 4374 413.0
150 181 4380 443.0
