#data counter
100.295723 1
134.520483 2
153.278022 3
183.486456 4
208.781569 5
163.247714 6
198.854895 7
116.815381 8
163.963994 9
31.581574 10
152.155564 11
204.161255 12
102.406701 13
141.883587 14
194.293592 15
176.304661 16
177.951304 17
104.432993 18
166.749979 19
178.278120 20
168.345709 21
187.268375 22
146.241698 23
198.081072 24
188.855395 25
199.096517 26
187.033734 27
142.260659 28
42.238500 29
171.125950 30
168.662295 31
188.745861 32
130.937912 33
113.369150 34
110.007492 35
144.995895 36
155.035311 37
175.529028 38
118.585412 39
117.328708 40
183.101927 41
134.338658 42
37.614295 43
219.622179 44
93.652727 45
140.312152 46
163.034004 47
204.966738 48
30.772873 49
175.802712 50
144.589937 51
182.613082 52
190.835713 53
149.311607 54
186.335671 55
202.626978 56
215.702985 57
196.497102 58
191.590007 59
181.972622 60
138.766401 61
148.545580 62
159.437933 63
158.397820 64
178.412837 65
29.580399 66
147.285419 67
151.873224 68
210.368267 69
161.478691 70
138.631706 71
174.980158 72
152.032363 73
185.933936 74
174.498027 75
202.244352 76
117.771781 77
194.033011 78
172.280980 79
35.555654 80
164.241007 81
177.399516 82
108.753763 83
185.558126 84
123.609692 85
160.690474 86
120.695102 87
159.702247 88
30.109690 89
198.045783 90
179.546212 91
197.167442 92
113.965325 93
175.734331 94
141.042040 95
186.654075 96
159.663472 97
192.082285 98
161.663571 99
131.451176 100
