#data counter
118.055556 1
130.263158 2
160.526316 3
183.823529 4
248.076923 5
161.764706 6
261.538462 7
125.000000 8
161.764706 9
89.062500 10
152.500000 11
322.727273 12
129.411765 13
156.666667 14
220.000000 15
170.000000 16
216.666667 17
134.375000 18
185.000000 19
179.166667 20
182.500000 21
172.222222 22
146.590909 23
238.888889 24
219.117647 25
215.384615 26
257.352941 27
158.333333 28
90.909091 29
159.090909 30
141.666667 31
250.000000 32
130.000000 33
132.692308 34
128.571429 35
151.666667 36
172.222222 37
182.142857 38
125.000000 39
119.230769 40
195.000000 41
150.000000 42
89.285714 43
252.083333 44
116.666667 45
133.333333 46
165.909091 47
243.181818 48
83.333333 49
182.142857 50
140.625000 51
202.083333 52
212.500000 53
153.571429 54
203.125000 55
255.769231 56
250.000000 57
238.888889 58
212.500000 59
206.578947 60
146.875000 61
165.000000 62
186.363636 63
163.888889 64
213.157895 65
100.000000 66
166.071429 67
167.857143 68
246.153846 69
167.647059 70
150.000000 71
172.500000 72
128.125000 73
205.000000 74
176.315789 75
230.555556 76
130.769231 77
217.857143 78
195.454545 79
106.250000 80
168.181818 81
183.333333 82
126.666667 83
200.000000 84
122.916667 85
195.000000 86
121.153846 87
146.153846 88
92.857143 89
219.318182 90
200.000000 91
218.750000 92
106.666667 93
180.357143 94
171.428571 95
176.923077 96
166.666667 97
210.714286 98
169.117647 99
150.000000 100
