#data counter
308500.000000 1
150062.500000 2
308710.937500 3
326818.181818 4
7500.000000 5
247222.222222 6
291523.437500 7
5892.857143 8
162008.928571 9
299326.923077 10
486562.500000 11
510173.611111 12
315173.611111 13
160580.357143 14
310955.882353 15
422573.529412 16
440580.357143 17
520263.157895 18
238571.428571 19
410343.750000 20
166071.428571 21
551835.937500 22
461083.333333 23
354000.000000 24
664444.444444 25
308583.333333 26
302321.428571 27
163571.428571 28
514093.750000 29
168076.923077 30
