#data counter step time
100 1 509 10.0
150 2 515 10.0
50 3 517 10.0
75 4 519 10.0
50 5 521 10.0
500 6 526 10.0
500 7 552 11.0
75 8 565 11.0
150 9 566 11.0
500 10 579 11.0
150 11 582 11.0
100 12 614 12.0
100 13 616 12.0
500 14 618 12.0
100 15 628 12.0
100 16 650 13.0
50 17 654 13.0
500 18 658 13.0
500 19 678 13.0
100 20 717 14.0
100 21 721 14.0
50 22 724 14.0
75 23 728 14.0
100 24 738 14.0
500 25 781 15.0
75 26 786 15.0
75 27 792 15.0
500 28 797 15.0
150 29 830 16.0
50 30 850 16.0
500 31 851 16.0
150 32 852 16.0
100 33 864 17.0
