#data counter step time
100 1 1374 63.0
50 2 1513 76.0
100 3 1844 101.0
100 4 1847 101.0
75 5 1878 102.0
150 6 1890 103.0
100 7 1912 104.0
150 8 1915 104.0
50 9 1947 106.0
100 10 1973 108.0
100 11 1991 110.0
500 12 2036 113.0
500 13 2037 113.0
100 14 2061 116.0
50 15 2076 118.0
100 16 2079 118.0
100 17 2121 121.0
100 18 2150 123.0
100 19 2191 125.0
150 20 2217 127.0
500 21 2220 127.0
100 22 2225 128.0
150 23 2266 131.0
150 24 2290 133.0
100 25 2297 133.0
100 26 2327 136.0
100 27 2332 137.0
100 28 2344 139.0
50 29 2349 139.0
75 30 2356 140.0
100 31 2364 140.0
150 32 2379 141.0
100 33 2453 146.0
75 34 2468 147.0
100 35 2477 148.0
100 36 2491 150.0
75 37 2507 151.0
50 38 2519 152.0
500 39 2520 152.0
500 40 2523 152.0
50 41 2529 153.0
150 42 2533 153.0
500 43 2542 154.0
50 44 2552 155.0
75 45 2556 155.0
75 46 2589 158.0
75 47 2594 158.0
150 48 2596 158.0
500 49 2598 158.0
50 50 2611 159.0
500 51 2626 159.0
100 52 2627 159.0
100 53 2636 160.0
50 54 2638 160.0
150 55 2650 161.0
100 56 2679 163.0
150 57 2686 163.0
150 58 2692 164.0
50 59 2698 164.0
150 60 2703 165.0
50 61 2709 165.0
100 62 2715 166.0
100 63 2716 166.0
75 64 2728 167.0
500 65 2731 167.0
100 66 2747 168.0
100 67 2764 169.0
100 68 2772 170.0
50 69 2774 170.0
500 70 2783 171.0
150 71 2786 172.0
75 72 2794 172.0
100 73 2810 175.0
50 74 2811 175.0
100 75 2812 175.0
75 76 2815 175.0
500 77 2830 177.0
150 78 2848 180.0
100 79 2862 181.0
100 80 2878 183.0
100 81 2879 183.0
100 82 2887 184.0
50 83 2894 184.0
75 84 2914 187.0
500 85 2915 187.0
100 86 2931 188.0
75 87 2963 190.0
50 88 2968 190.0
75 89 2994 192.0
100 90 3034 195.0
50 91 3038 195.0
100 92 3055 197.0
50 93 3059 197.0
500 94 3078 198.0
100 95 3115 200.0
50 96 3157 203.0
100 97 3171 205.0
100 98 3179 207.0
50 99 3183 208.0
75 100 3188 209.0
100 101 3193 210.0
500 102 3202 211.0
500 103 3208 211.0
150 104 3219 214.0
500 105 3226 216.0
75 106 3233 217.0
100 107 3238 218.0
50 108 3241 218.0
75 109 3253 221.0
50 110 3254 221.0
100 111 3257 223.0
100 112 3262 225.0
100 113 3266 227.0
500 114 3268 227.0
500 115 3272 229.0
50 116 3273 229.0
50 117 3275 229.0
100 118 3280 230.0
50 119 3293 233.0
75 120 3300 235.0
50 121 3308 241.0
75 122 3317 247.0
100 123 3320 247.0
75 124 3322 248.0
100 125 3325 248.0
500 126 3334 250.0
100 127 3336 252.0
150 128 3339 253.0
100 129 3343 254.0
150 130 3346 254.0
500 131 3353 256.0
50 132 3374 266.0
500 133 3387 278.0
500 134 3389 280.0
100 135 3391 282.0
75 136 3422 312.0
50 137 3424 313.0
75 138 3425 313.0
75 139 3437 326.0
50 140 3440 335.0
50 141 3446 347.0
50 142 3450 351.0
75 143 3453 362.0
