#data counter step time
500 1 477 10.0
100 2 482 10.0
500 3 488 10.0
75 4 489 10.0
75 5 497 10.0
100 6 499 10.0
100 7 503 10.0
50 8 546 11.0
150 9 575 12.0
500 10 586 12.0
500 11 592 12.0
100 12 594 12.0
150 13 600 12.0
500 14 623 13.0
50 15 633 13.0
500 16 636 13.0
50 17 637 13.0
75 18 641 13.0
75 19 646 13.0
500 20 690 14.0
500 21 691 14.0
75 22 697 14.0
100 23 705 14.0
50 24 712 14.0
150 25 724 15.0
500 26 748 15.0
100 27 761 15.0
150 28 775 16.0
50 29 790 16.0
100 30 803 16.0
100 31 877 18.0
100 32 894 18.0
50 33 900 18.0
100 34 941 19.0
