#data counter step time
50 1 1481 57.0
50 2 1581 64.0
50 3 1658 70.0
75 4 1784 79.0
75 5 1807 80.0
150 6 1852 82.0
500 7 1915 85.0
150 8 2010 91.0
150 9 2026 92.0
75 10 2054 94.0
150 11 2064 94.0
100 12 2109 97.0
75 13 2129 98.0
75 14 2161 100.0
100 15 2178 101.0
75 16 2195 102.0
50 17 2240 105.0
100 18 2243 105.0
75 19 2256 105.0
150 20 2337 110.0
150 21 2388 112.0
500 22 2402 113.0
100 23 2404 113.0
500 24 2434 115.0
100 25 2440 115.0
500 26 2447 115.0
75 27 2513 119.0
150 28 2516 119.0
500 29 2558 122.0
50 30 2559 122.0
500 31 2576 123.0
50 32 2582 123.0
100 33 2585 123.0
75 34 2602 124.0
75 35 2604 124.0
150 36 2619 125.0
500 37 2623 125.0
100 38 2647 126.0
100 39 2665 127.0
100 40 2690 129.0
500 41 2703 129.0
50 42 2713 130.0
100 43 2735 131.0
50 44 2776 133.0
75 45 2784 134.0
150 46 2795 135.0
100 47 2799 135.0
75 48 2809 136.0
100 49 2826 138.0
75 50 2845 139.0
50 51 2864 140.0
50 52 2878 141.0
150 53 2895 142.0
75 54 2897 142.0
100 55 2904 143.0
50 56 2905 143.0
150 57 2907 143.0
150 58 2929 145.0
500 59 3004 151.0
50 60 3014 152.0
100 61 3034 154.0
500 62 3035 154.0
150 63 3045 155.0
150 64 3050 155.0
75 65 3056 156.0
150 66 3075 158.0
100 67 3091 160.0
75 68 3092 160.0
50 69 3093 160.0
75 70 3143 164.0
150 71 3160 165.0
150 72 3162 166.0
100 73 3177 167.0
150 74 3179 167.0
150 75 3197 168.0
100 76 3198 168.0
100 77 3213 170.0
75 78 3217 171.0
100 79 3227 172.0
75 80 3234 173.0
50 81 3236 173.0
50 82 3241 174.0
100 83 3245 174.0
100 84 3274 177.0
100 85 3309 180.0
100 86 3322 181.0
50 87 3324 181.0
150 88 3338 182.0
100 89 3350 182.0
150 90 3366 183.0
75 91 3386 184.0
150 92 3448 187.0
100 93 3487 189.0
50 94 3491 189.0
100 95 3498 189.0
100 96 3515 190.0
75 97 3516 190.0
75 98 3521 190.0
100 99 3538 191.0
75 100 3562 192.0
75 101 3564 192.0
100 102 3618 194.0
75 103 3644 195.0
50 104 3645 195.0
100 105 3649 195.0
100 106 3654 195.0
100 107 3661 196.0
100 108 3671 196.0
100 109 3680 197.0
500 110 3697 199.0
100 111 3699 199.0
100 112 3712 200.0
100 113 3715 200.0
50 114 3717 200.0
150 115 3740 202.0
75 116 3750 205.0
100 117 3751 205.0
500 118 3758 207.0
500 119 3768 209.0
500 120 3773 209.0
500 121 3785 211.0
150 122 3799 213.0
500 123 3800 213.0
75 124 3821 217.0
100 125 3825 218.0
100 126 3847 222.0
100 127 3848 222.0
50 128 3856 224.0
100 129 3857 224.0
50 130 3868 225.0
100 131 3874 227.0
500 132 3887 228.0
100 133 3894 229.0
75 134 3911 233.0
50 135 3916 235.0
100 136 3924 238.0
50 137 3927 238.0
500 138 3928 239.0
75 139 3938 243.0
150 140 3941 243.0
50 141 3958 247.0
150 142 3962 247.0
500 143 3963 247.0
50 144 3965 247.0
100 145 3967 248.0
100 146 3968 248.0
50 147 3978 250.0
75 148 3983 251.0
150 149 3984 251.0
100 150 3987 251.0
150 151 3999 255.0
100 152 4001 256.0
100 153 4020 269.0
500 154 4044 277.0
150 155 4049 279.0
50 156 4066 287.0
500 157 4069 289.0
500 158 4075 292.0
100 159 4089 296.0
500 160 4098 300.0
50 161 4101 304.0
100 162 4108 308.0
75 163 4109 309.0
75 164 4123 321.0
500 165 4129 328.0
50 166 4152 351.0
100 167 4171 381.0
100 168 4190 409.0
100 169 4193 412.0
50 170 4200 437.0
50 171 4220 504.0
50 172 4224 510.0
