#data counter step time
100 1 476 10.0
100 2 483 10.0
100 3 484 10.0
75 4 491 10.0
100 5 497 10.0
100 6 513 11.0
100 7 520 11.0
75 8 537 11.0
500 9 541 11.0
75 10 546 11.0
500 11 547 11.0
50 12 552 11.0
100 13 593 12.0
75 14 607 12.0
500 15 637 13.0
50 16 647 13.0
100 17 649 13.0
150 18 652 13.0
50 19 671 14.0
50 20 686 14.0
100 21 693 14.0
150 22 703 14.0
100 23 711 14.0
50 24 722 15.0
500 25 727 15.0
100 26 745 15.0
50 27 747 15.0
100 28 751 15.0
75 29 753 15.0
75 30 761 15.0
500 31 767 15.0
500 32 785 16.0
100 33 821 16.0
75 34 834 17.0
75 35 851 17.0
50 36 901 18.0
100 37 906 18.0
100 38 912 18.0
