#data counter
1775 1
3225 2
1950 3
2250 4
2450 5
4250 6
2450 7
2725 8
2975 9
2000 10
3350 11
2825 12
3925 13
3675 14
3075 15
4800 16
3550 17
2850 18
3600 19
2100 20
2225 21
2950 22
2900 23
2400 24
5225 25
1375 26
4450 27
3500 28
2775 29
6825 30
4450 31
1800 32
2500 33
4075 34
5225 35
2600 36
3300 37
3125 38
3475 39
1525 40
3075 41
3025 42
2975 43
2825 44
3950 45
3100 46
2875 47
4425 48
5000 49
2225 50
2925 51
3400 52
4175 53
1700 54
3400 55
3350 56
3300 57
2850 58
3450 59
3275 60
2125 61
3425 62
3875 63
2500 64
2575 65
5100 66
2125 67
4350 68
3650 69
1825 70
2250 71
3300 72
3575 73
3525 74
3500 75
3525 76
3600 77
3850 78
1675 79
2650 80
3450 81
3600 82
3400 83
2250 84
2875 85
2350 86
2900 87
2550 88
3175 89
2475 90
3975 91
3300 92
2175 93
2675 94
3475 95
3150 96
3475 97
3975 98
4075 99
2575 100
