#data counter
10721.507353 1
22679.093567 2
11239.583333 3
9705.882353 4
9203.947368 5
29270.833333 6
19260.110294 7
28076.923077 8
25000.000000 9
23695.054945 10
30241.228070 11
16491.228070 12
24193.750000 13
27062.500000 14
13777.884615 15
25352.564103 16
27888.157895 17
38159.340659 18
27517.857143 19
10147.058824 20
21885.302198 21
25489.583333 22
7753.623188 23
8365.800866 24
39722.222222 25
16840.277778 26
21213.624339 27
20335.968379 28
39647.435897 29
39225.806452 30
35470.779221 31
26626.602564 32
17302.631579 33
30960.968379 34
35410.416667 35
17687.908497 36
22065.789474 37
22820.723684 38
28753.654971 39
966.094771 40
13930.027174 41
24397.467320 42
15098.755411 43
26872.395833 44
42012.867647 45
23521.241830 46
37827.380952 47
27964.583333 48
36913.690476 49
9239.766082 50
24031.250000 51
20573.593074 52
30353.260870 53
11458.333333 54
13389.583333 55
13284.615385 56
30796.783626 57
25069.444444 58
28910.714286 59
14001.976285 60
22929.258242 61
20650.703463 62
25161.911232 63
30416.666667 64
8892.045455 65
35784.632035 66
22202.380952 67
36914.473684 68
26245.471014 69
11164.062500 70
19825.367647 71
20637.351779 72
26986.166008 73
28285.818713 74
28947.368421 75
27717.803030 76
28080.357143 77
24514.583333 78
1521.139706 79
9092.261905 80
28940.789474 81
27830.357143 82
21407.163743 83
9641.812865 84
25822.610294 85
19696.691176 86
24101.190476 87
8484.848485 88
32608.251634 89
19315.257353 90
32348.214286 91
31135.110294 92
22421.016484 93
27893.229167 94
29397.467320 95
33072.916667 96
28404.761905 97
41557.904412 98
23585.824275 99
16465.460526 100
