#data counter step time
150 1 3315 221.0
50 2 3316 221.0
50 3 3436 249.0
75 4 3571 306.0
50 5 3646 387.0
100 6 3648 387.0
100 7 3649 387.0
150 8 3650 387.0
150 9 3651 387.0
100 10 3652 387.0
50 11 3653 387.0
150 12 3654 387.0
75 13 3655 387.0
500 14 3656 387.0
100 15 3657 387.0
100 16 3658 387.0
75 17 3659 387.0
50 18 3660 387.0
