#data counter
301083.333333 1
515000.000000 2
391125.000000 3
304583.333333 4
578423.913043 5
10000.000000 6
170273.437500 7
393593.750000 8
426093.750000 9
552023.809524 10
518315.217391 11
430482.954545 12
331666.666667 13
176911.764706 14
385769.230769 15
312460.937500 16
466223.958333 17
442023.809524 18
556015.625000 19
613750.000000 20
592407.407407 21
451590.909091 22
795100.000000 23
275113.636364 24
625593.750000 25
655598.958333 26
316562.500000 27
467142.857143 28
437205.882353 29
26397.058824 30
