#data counter
3633001.497006 1
3756337.780899 2
3312704.545455 3
4208402.366864 4
3817842.356688 5
5270762.711864 6
3755650.436047 7
3131066.810345 8
3794250.753012 9
4991047.904192 10
4391226.993865 11
4345312.500000 12
3732442.857143 13
2705342.857143 14
4351024.011299 15
3714634.502924 16
4115340.909091 17
3133090.909091 18
3381974.522293 19
4116816.860465 20
3588890.224359 21
4053887.283237 22
3828184.335443 23
3340069.040698 24
4730859.375000 25
3292030.303030 26
4094359.375000 27
3881011.904762 28
3767013.473054 29
4252994.186047 30
