#data counter
149.410435 1
160.025505 2
143.838485 3
173.055456 4
162.913236 5
159.678419 6
133.690571 7
149.714287 8
159.544364 9
162.418952 10
156.616444 11
155.032456 12
146.931465 13
152.041309 14
172.566420 15
166.826380 16
137.897904 17
152.719684 18
173.220656 19
141.169795 20
152.362161 21
157.555804 22
153.500079 23
157.919272 24
152.031135 25
137.404420 26
153.617893 27
148.301948 28
149.607970 29
155.649755 30
154.014791 31
138.130893 32
156.684705 33
149.683702 34
146.787641 35
153.105550 36
165.939584 37
160.223227 38
158.194607 39
158.330784 40
138.860460 41
141.912951 42
153.799071 43
142.813342 44
144.097792 45
171.230544 46
165.699998 47
160.848591 48
142.154203 49
142.056844 50
146.650097 51
160.703035 52
167.695110 53
131.128581 54
132.244611 55
147.379697 56
157.860081 57
152.992673 58
142.921166 59
155.985555 60
155.236085 61
145.826217 62
145.773499 63
140.663143 64
153.592738 65
149.296777 66
153.189435 67
153.819403 68
154.826297 69
161.412632 70
135.898632 71
149.074644 72
154.547503 73
165.111271 74
169.175326 75
150.531846 76
138.757493 77
138.337782 78
162.603848 79
157.228370 80
140.551127 81
149.428028 82
150.577636 83
160.576923 84
144.729079 85
150.053494 86
139.965890 87
175.824156 88
171.958936 89
166.195089 90
148.231190 91
152.528411 92
152.834133 93
160.768750 94
155.412928 95
154.824379 96
144.646925 97
149.153838 98
167.690794 99
154.988570 100
