#data counter
145.120281 1
134.384562 2
139.306317 3
160.243891 4
156.715217 5
95.475112 6
157.071558 7
175.919874 8
176.474443 9
134.353867 10
136.038354 11
136.997746 12
95.633850 13
188.682777 14
144.039563 15
168.731260 16
131.521079 17
114.739113 18
117.804248 19
193.712941 20
128.262968 21
158.869835 22
129.529062 23
137.948615 24
171.252390 25
104.867739 26
169.092466 27
138.594132 28
165.302180 29
147.611478 30
156.697459 31
143.432621 32
100.732611 33
147.434196 34
193.002591 35
99.743824 36
148.342491 37
101.550480 38
164.327954 39
27.592819 40
92.265085 41
36.923220 42
168.007626 43
99.321529 44
32.889676 45
189.317175 46
182.632909 47
151.440452 48
105.869416 49
142.558468 50
143.722824 51
194.196855 52
199.466618 53
209.362653 54
127.339941 55
143.036914 56
127.964839 57
135.528800 58
142.037433 59
156.918308 60
159.554117 61
181.455192 62
36.028835 63
93.398149 64
149.868363 65
137.782140 66
176.164717 67
161.165333 68
171.125950 69
120.761473 70
167.296429 71
164.407305 72
146.588182 73
184.051623 74
100.819014 75
157.998260 76
109.462975 77
166.002464 78
160.377669 79
144.069262 80
158.809912 81
123.628843 82
103.367029 83
180.166412 84
186.504935 85
138.067013 86
185.136064 87
132.604918 88
148.281096 89
31.622777 90
176.360260 91
140.302872 92
155.517221 93
165.130531 94
184.891579 95
154.778199 96
178.768938 97
167.029367 98
87.532344 99
162.762027 100
