#data counter
172.500000 1
186.111111 2
121.153846 3
123.333333 4
131.250000 5
203.125000 6
97.916667 7
210.714286 8
264.285714 9
169.230769 10
156.818182 11
208.333333 12
140.625000 13
175.000000 14
163.636364 15
203.571429 16
243.181818 17
146.666667 18
175.000000 19
188.888889 20
122.727273 21
145.000000 22
183.333333 23
228.571429 24
140.625000 25
130.555556 26
138.636364 27
102.272727 28
140.909091 29
243.750000 30
133.333333 31
130.000000 32
160.000000 33
161.363636 34
127.777778 35
116.666667 36
210.714286 37
103.333333 38
159.615385 39
185.416667 40
191.071429 41
115.909091 42
145.833333 43
172.727273 44
176.562500 45
281.818182 46
111.111111 47
142.187500 48
108.333333 49
103.125000 50
127.083333 51
100.000000 52
93.750000 53
170.454545 54
147.727273 55
162.500000 56
168.750000 57
175.000000 58
235.714286 59
204.545455 60
104.545455 61
120.454545 62
158.333333 63
208.928571 64
238.636364 65
151.923077 66
171.153846 67
172.500000 68
128.125000 69
167.857143 70
158.333333 71
97.222222 72
158.333333 73
90.909091 74
143.750000 75
327.083333 76
194.642857 77
130.769231 78
137.500000 79
92.857143 80
243.181818 81
142.857143 82
120.000000 83
202.500000 84
151.666667 85
197.916667 86
194.444444 87
172.727273 88
243.333333 89
222.727273 90
156.818182 91
125.000000 92
188.888889 93
142.500000 94
197.222222 95
112.500000 96
134.615385 97
196.153846 98
156.666667 99
148.437500 100
