#data counter
2400 1
1200 2
2175 3
4075 4
2850 5
2525 6
3550 7
2725 8
875 9
3350 10
3850 11
1625 12
1625 13
2850 14
2700 15
1425 16
2300 17
3800 18
2175 19
1750 20
1375 21
1325 22
950 23
1675 24
1800 25
3100 26
3050 27
2125 28
3475 29
1725 30
2950 31
2100 32
3350 33
1575 34
3325 35
2050 36
1950 37
2175 38
3150 39
4525 40
2300 41
2400 42
2825 43
3100 44
1275 45
1775 46
2375 47
1650 48
2225 49
2525 50
1225 51
2250 52
2675 53
1375 54
2650 55
2200 56
3950 57
1100 58
2900 59
1675 60
1475 61
2300 62
1125 63
1375 64
3175 65
2175 66
600 67
2175 68
1125 69
1775 70
1250 71
3500 72
2125 73
1625 74
2225 75
1250 76
1450 77
3025 78
2250 79
1925 80
2050 81
2650 82
1225 83
3875 84
2625 85
3325 86
1650 87
1275 88
3300 89
2125 90
2625 91
1850 92
2975 93
4100 94
5675 95
3200 96
1750 97
2550 98
1050 99
1150 100
