#data counter
24850 1
25450 2
28600 3
26550 4
30325 5
28200 6
25925 7
28800 8
31450 9
27675 10
33575 11
26400 12
30050 13
26125 14
28750 15
28650 16
28400 17
28750 18
30525 19
25850 20
25900 21
29350 22
24300 23
29450 24
26950 25
27200 26
31600 27
29475 28
30075 29
28700 30
25850 31
28400 32
28100 33
27150 34
28250 35
34300 36
24125 37
28225 38
29625 39
27875 40
27250 41
25875 42
28450 43
27425 44
25900 45
26125 46
30175 47
31725 48
25925 49
34150 50
29250 51
25550 52
25250 53
30275 54
27500 55
27375 56
26475 57
29850 58
26000 59
29225 60
32300 61
29475 62
29000 63
29800 64
22700 65
29350 66
28200 67
29100 68
31400 69
26600 70
31025 71
28425 72
31350 73
29100 74
26375 75
26675 76
28400 77
29800 78
27350 79
28950 80
28400 81
31075 82
25625 83
26875 84
28750 85
28025 86
25750 87
29425 88
28625 89
32350 90
30550 91
24925 92
22600 93
29375 94
25650 95
30150 96
28900 97
28725 98
28550 99
30950 100
