#data counter step time
75 1 1583 69.0
100 2 1596 70.0
50 3 1652 75.0
500 4 1850 87.0
100 5 1892 89.0
100 6 1912 90.0
50 7 1948 92.0
100 8 1952 92.0
50 9 1990 95.0
500 10 2003 96.0
100 11 2058 101.0
150 12 2062 101.0
150 13 2155 106.0
100 14 2175 107.0
50 15 2189 108.0
100 16 2224 111.0
100 17 2230 111.0
500 18 2248 112.0
75 19 2293 114.0
100 20 2304 115.0
500 21 2322 116.0
75 22 2421 122.0
100 23 2450 124.0
500 24 2458 124.0
75 25 2489 125.0
50 26 2553 129.0
100 27 2580 131.0
100 28 2610 132.0
50 29 2617 133.0
150 30 2641 134.0
100 31 2643 134.0
75 32 2657 135.0
100 33 2664 135.0
100 34 2679 136.0
75 35 2700 138.0
500 36 2739 141.0
100 37 2741 141.0
100 38 2767 143.0
500 39 2774 143.0
100 40 2777 144.0
50 41 2793 145.0
100 42 2812 146.0
75 43 2837 147.0
100 44 2880 151.0
500 45 2883 151.0
100 46 2898 153.0
75 47 2919 154.0
100 48 2933 155.0
150 49 2986 158.0
500 50 3007 159.0
75 51 3015 160.0
50 52 3016 160.0
100 53 3030 161.0
100 54 3042 162.0
500 55 3044 162.0
500 56 3051 163.0
75 57 3055 163.0
50 58 3059 163.0
75 59 3070 165.0
500 60 3074 165.0
50 61 3077 165.0
50 62 3086 166.0
100 63 3088 166.0
50 64 3090 166.0
500 65 3093 167.0
100 66 3095 167.0
500 67 3107 168.0
100 68 3108 168.0
100 69 3115 168.0
100 70 3122 169.0
50 71 3125 169.0
100 72 3140 171.0
50 73 3142 171.0
100 74 3153 172.0
100 75 3158 173.0
50 76 3164 174.0
100 77 3167 174.0
75 78 3168 174.0
150 79 3179 175.0
50 80 3184 175.0
100 81 3192 176.0
500 82 3200 177.0
100 83 3201 177.0
500 84 3227 179.0
75 85 3229 179.0
50 86 3235 179.0
100 87 3237 180.0
50 88 3250 181.0
50 89 3253 181.0
500 90 3257 181.0
100 91 3352 188.0
100 92 3356 188.0
150 93 3370 189.0
500 94 3382 190.0
500 95 3390 190.0
500 96 3392 190.0
500 97 3420 191.0
100 98 3444 193.0
75 99 3467 194.0
150 100 3546 199.0
500 101 3547 199.0
100 102 3552 199.0
100 103 3555 199.0
100 104 3565 200.0
150 105 3567 200.0
50 106 3573 201.0
50 107 3579 201.0
500 108 3585 202.0
75 109 3594 204.0
100 110 3595 204.0
75 111 3599 204.0
100 112 3603 205.0
100 113 3621 207.0
100 114 3623 207.0
500 115 3632 210.0
100 116 3633 211.0
75 117 3635 211.0
150 118 3636 211.0
150 119 3641 212.0
75 120 3663 215.0
75 121 3676 217.0
500 122 3682 218.0
75 123 3688 219.0
75 124 3690 220.0
75 125 3691 220.0
100 126 3697 221.0
100 127 3699 221.0
50 128 3702 222.0
500 129 3705 223.0
75 130 3710 225.0
100 131 3715 227.0
500 132 3722 229.0
75 133 3727 231.0
50 134 3734 231.0
100 135 3757 237.0
100 136 3759 237.0
75 137 3761 238.0
150 138 3771 242.0
50 139 3774 243.0
100 140 3785 247.0
100 141 3787 247.0
150 142 3791 248.0
75 143 3794 249.0
150 144 3801 250.0
150 145 3829 259.0
100 146 3833 263.0
50 147 3835 264.0
100 148 3840 265.0
50 149 3847 267.0
150 150 3852 269.0
75 151 3856 270.0
75 152 3859 271.0
100 153 3868 276.0
500 154 3869 277.0
100 155 3882 287.0
500 156 3883 289.0
500 157 3901 295.0
150 158 3911 306.0
500 159 3914 306.0
50 160 3919 311.0
75 161 3927 328.0
100 162 3933 337.0
50 163 3939 343.0
75 164 3948 358.0
500 165 3952 370.0
75 166 3967 401.0
