#data counter
24791.666667 1
17111.111111 2
27875.000000 3
23863.324176 4
30339.285714 5
27720.238095 6
12087.912088 7
36774.553571 8
24315.476190 9
662.878788 10
31979.166667 11
1148.809524 12
535.714286 13
14332.386364 14
21728.801170 15
1250.000000 16
35488.095238 17
29131.944444 18
1511.363636 19
24528.508772 20
34214.285714 21
26188.446970 22
16215.277778 23
25492.424242 24
34284.090909 25
25037.878788 26
38482.142857 27
12997.939560 28
34928.571429 29
28005.952381 30
34288.194444 31
703.125000 32
11226.562500 33
1034.722222 34
12411.858974 35
51420.454545 36
33496.732026 37
1328.125000 38
29184.523810 39
13478.708791 40
36406.250000 41
1996.527778 42
34202.302632 43
28136.363636 44
18194.444444 45
19218.750000 46
23493.589744 47
22131.696429 48
1302.083333 49
24047.619048 50
28321.428571 51
24671.474359 52
42268.229167 53
28406.250000 54
23998.397436 55
16777.777778 56
18750.000000 57
13118.131868 58
32196.969697 59
12942.994505 60
13453.525641 61
43920.454545 62
27489.583333 63
15920.454545 64
1777.777778 65
1483.516484 66
24587.912088 67
22113.095238 68
30464.743590 69
17968.750000 70
32077.205882 71
20277.777778 72
24839.743590 73
35590.277778 74
15670.454545 75
14000.686813 76
25310.457516 77
36773.809524 78
29761.363636 79
21339.285714 80
33269.230769 81
31474.358974 82
9307.565789 83
38618.055556 84
29843.750000 85
401.785714 86
33559.027778 87
1527.777778 88
29802.389706 89
1034.722222 90
38122.395833 91
32448.489011 92
15920.454545 93
23293.269231 94
11989.583333 95
18359.375000 96
33453.525641 97
39618.055556 98
733.901515 99
26302.083333 100
