#data counter
13 1
14 2
17 3
11 4
8 5
14 6
13 7
11 8
13 9
13 10
13 11
17 12
15 13
11 14
13 15
13 16
15 17
15 18
14 19
17 20
13 21
16 22
17 23
12 24
10 25
20 26
16 27
16 28
18 29
6 30
9 31
21 32
11 33
12 34
9 35
19 36
10 37
11 38
14 39
13 40
14 41
23 42
18 43
18 44
18 45
14 46
13 47
9 48
12 49
12 50
14 51
9 52
14 53
20 54
14 55
8 56
14 57
13 58
19 59
17 60
9 61
16 62
13 63
11 64
13 65
12 66
17 67
12 68
14 69
11 70
11 71
13 72
9 73
13 74
20 75
15 76
19 77
15 78
13 79
16 80
17 81
16 82
14 83
15 84
15 85
13 86
12 87
8 88
14 89
16 90
15 91
16 92
10 93
9 94
18 95
13 96
14 97
14 98
16 99
16 100
