#data counter step time
75 1 1402 65.0
500 2 1491 74.0
75 3 1578 81.0
100 4 1579 81.0
100 5 1809 94.0
150 6 1896 99.0
500 7 1905 100.0
100 8 1923 102.0
500 9 1943 103.0
50 10 1969 104.0
100 11 1972 104.0
100 12 2042 108.0
100 13 2070 110.0
50 14 2074 110.0
150 15 2079 111.0
100 16 2138 114.0
100 17 2174 117.0
75 18 2175 117.0
150 19 2206 120.0
150 20 2212 120.0
100 21 2217 121.0
150 22 2281 126.0
50 23 2282 126.0
100 24 2283 126.0
150 25 2303 128.0
100 26 2304 128.0
100 27 2305 128.0
100 28 2334 130.0
500 29 2379 133.0
50 30 2405 135.0
50 31 2419 136.0
100 32 2429 137.0
500 33 2430 137.0
75 34 2434 137.0
100 35 2447 138.0
50 36 2455 139.0
150 37 2459 139.0
100 38 2478 141.0
100 39 2484 141.0
100 40 2495 143.0
75 41 2499 143.0
100 42 2516 145.0
150 43 2522 145.0
50 44 2533 146.0
100 45 2559 148.0
500 46 2562 148.0
100 47 2567 149.0
500 48 2570 150.0
100 49 2571 150.0
75 50 2573 150.0
100 51 2575 150.0
75 52 2578 150.0
100 53 2584 151.0
100 54 2586 151.0
100 55 2590 152.0
500 56 2601 153.0
75 57 2646 157.0
75 58 2648 157.0
75 59 2651 157.0
50 60 2654 157.0
150 61 2665 158.0
100 62 2676 159.0
75 63 2708 163.0
50 64 2718 164.0
100 65 2729 165.0
150 66 2743 166.0
100 67 2755 166.0
150 68 2788 170.0
75 69 2792 170.0
100 70 2810 171.0
500 71 2812 172.0
500 72 2816 172.0
50 73 2828 173.0
150 74 2837 175.0
50 75 2851 176.0
150 76 2861 177.0
500 77 2869 178.0
100 78 2873 179.0
100 79 2886 180.0
100 80 2902 181.0
50 81 2918 183.0
100 82 2949 186.0
150 83 2950 186.0
75 84 2964 187.0
100 85 2965 187.0
75 86 2980 188.0
75 87 2986 188.0
100 88 2999 189.0
500 89 3000 189.0
75 90 3009 190.0
75 91 3049 193.0
75 92 3090 196.0
150 93 3122 199.0
100 94 3127 199.0
500 95 3163 202.0
75 96 3171 202.0
100 97 3179 203.0
500 98 3198 204.0
100 99 3210 205.0
100 100 3223 207.0
100 101 3232 210.0
100 102 3239 212.0
150 103 3246 212.0
100 104 3249 214.0
100 105 3251 214.0
50 106 3258 215.0
150 107 3259 215.0
75 108 3262 216.0
500 109 3269 217.0
75 110 3270 217.0
75 111 3273 218.0
150 112 3275 218.0
75 113 3282 219.0
100 114 3286 220.0
500 115 3292 221.0
150 116 3294 221.0
500 117 3305 223.0
100 118 3314 225.0
75 119 3318 227.0
100 120 3326 229.0
150 121 3330 230.0
75 122 3341 233.0
75 123 3345 233.0
75 124 3352 235.0
500 125 3355 236.0
150 126 3364 241.0
150 127 3368 242.0
50 128 3369 242.0
75 129 3382 248.0
75 130 3387 253.0
100 131 3403 260.0
100 132 3420 264.0
75 133 3431 269.0
50 134 3437 273.0
75 135 3441 274.0
75 136 3445 276.0
100 137 3453 279.0
50 138 3476 301.0
50 139 3478 304.0
100 140 3492 317.0
50 141 3496 320.0
150 142 3499 322.0
100 143 3505 325.0
75 144 3507 325.0
500 145 3512 331.0
50 146 3515 341.0
500 147 3517 365.0
75 148 3520 382.0
