#data counter step time
100 1 426 10.0
75 2 430 10.0
500 3 434 10.0
75 4 439 10.0
150 5 440 10.0
50 6 443 10.0
75 7 448 10.0
75 8 473 11.0
50 9 474 11.0
100 10 477 11.0
100 11 487 11.0
75 12 488 11.0
75 13 494 11.0
75 14 510 12.0
500 15 524 12.0
50 16 528 12.0
150 17 537 12.0
150 18 542 12.0
100 19 545 12.0
150 20 546 12.0
100 21 578 13.0
50 22 581 13.0
100 23 582 13.0
150 24 592 13.0
150 25 598 13.0
100 26 621 14.0
75 27 625 14.0
500 28 627 14.0
150 29 633 14.0
75 30 656 15.0
500 31 667 15.0
500 32 674 15.0
100 33 677 15.0
50 34 684 15.0
150 35 726 16.0
150 36 742 16.0
100 37 744 16.0
500 38 769 17.0
75 39 782 17.0
75 40 785 17.0
500 41 816 18.0
100 42 829 18.0
150 43 838 18.0
100 44 896 20.0
100 45 982 22.0
