#data counter step time
150 1 1634 73.0
100 2 1675 76.0
500 3 1689 77.0
50 4 1830 85.0
75 5 1895 88.0
100 6 1924 90.0
75 7 2060 98.0
50 8 2061 98.0
75 9 2062 98.0
50 10 2085 99.0
100 11 2103 100.0
100 12 2188 106.0
50 13 2213 107.0
100 14 2216 107.0
100 15 2228 108.0
100 16 2257 110.0
150 17 2293 112.0
150 18 2318 114.0
50 19 2320 114.0
100 20 2324 114.0
75 21 2336 114.0
100 22 2348 115.0
50 23 2359 116.0
50 24 2379 117.0
100 25 2404 119.0
75 26 2415 119.0
75 27 2418 120.0
150 28 2444 121.0
50 29 2474 123.0
75 30 2498 125.0
150 31 2512 125.0
100 32 2550 128.0
50 33 2560 128.0
75 34 2570 128.0
150 35 2585 129.0
75 36 2594 130.0
500 37 2615 131.0
100 38 2627 132.0
75 39 2632 132.0
150 40 2637 132.0
500 41 2648 133.0
500 42 2649 133.0
75 43 2654 133.0
100 44 2668 134.0
150 45 2702 136.0
75 46 2727 138.0
500 47 2729 138.0
100 48 2760 140.0
75 49 2764 140.0
500 50 2769 141.0
500 51 2771 141.0
75 52 2774 141.0
50 53 2795 143.0
50 54 2803 144.0
100 55 2815 145.0
50 56 2833 146.0
100 57 2840 146.0
100 58 2841 146.0
50 59 2910 151.0
150 60 2929 153.0
150 61 2937 154.0
75 62 2952 155.0
75 63 2960 156.0
100 64 2963 156.0
150 65 2970 157.0
500 66 2987 158.0
500 67 2999 159.0
500 68 3019 160.0
100 69 3021 160.0
75 70 3042 162.0
75 71 3048 162.0
100 72 3055 163.0
500 73 3058 163.0
100 74 3066 164.0
100 75 3068 164.0
100 76 3070 165.0
100 77 3072 165.0
50 78 3076 165.0
100 79 3083 166.0
75 80 3102 169.0
75 81 3104 169.0
100 82 3121 171.0
50 83 3131 173.0
100 84 3133 173.0
100 85 3135 173.0
500 86 3148 174.0
150 87 3158 175.0
100 88 3186 179.0
100 89 3192 181.0
100 90 3193 181.0
150 91 3210 182.0
100 92 3302 187.0
500 93 3303 187.0
100 94 3317 188.0
100 95 3322 188.0
75 96 3374 191.0
500 97 3378 191.0
150 98 3422 193.0
50 99 3454 195.0
75 100 3499 197.0
75 101 3528 199.0
50 102 3530 199.0
500 103 3545 202.0
500 104 3554 203.0
50 105 3555 203.0
75 106 3556 203.0
100 107 3564 204.0
50 108 3578 206.0
100 109 3579 206.0
100 110 3588 207.0
100 111 3593 208.0
50 112 3603 209.0
150 113 3613 210.0
100 114 3626 212.0
100 115 3628 212.0
100 116 3634 213.0
150 117 3638 213.0
100 118 3642 214.0
150 119 3645 214.0
50 120 3656 216.0
500 121 3666 217.0
500 122 3673 219.0
500 123 3674 219.0
50 124 3677 221.0
100 125 3682 222.0
50 126 3683 222.0
150 127 3687 223.0
150 128 3691 224.0
500 129 3692 224.0
100 130 3703 225.0
75 131 3711 226.0
100 132 3717 227.0
50 133 3725 229.0
500 134 3733 232.0
50 135 3742 233.0
50 136 3756 235.0
100 137 3788 244.0
150 138 3792 244.0
100 139 3798 246.0
50 140 3820 254.0
50 141 3831 261.0
50 142 3837 262.0
500 143 3854 270.0
75 144 3857 272.0
50 145 3862 281.0
150 146 3871 287.0
75 147 3872 287.0
100 148 3877 289.0
100 149 3889 295.0
500 150 3892 295.0
75 151 3903 298.0
500 152 3906 299.0
500 153 3926 310.0
75 154 3932 315.0
100 155 3935 319.0
500 156 3940 330.0
150 157 3947 337.0
75 158 3949 338.0
50 159 3954 343.0
500 160 3960 349.0
100 161 3972 365.0
