#data counter step time
150 1 3883 241.0
100 2 4113 352.0
100 3 4142 404.0
75 4 4159 450.0
100 5 4160 450.0
100 6 4162 450.0
75 7 4163 450.0
100 8 4164 450.0
50 9 4165 450.0
50 10 4166 450.0
50 11 4167 450.0
100 12 4168 450.0
150 13 4169 450.0
75 14 4170 450.0
75 15 4171 450.0
50 16 4172 450.0
150 17 4173 450.0
150 18 4174 450.0
