#data counter step time
500 1 448 10.0
150 2 453 10.0
75 3 477 11.0
100 4 491 11.0
500 5 495 11.0
100 6 498 11.0
500 7 515 12.0
100 8 529 12.0
100 9 531 12.0
150 10 537 12.0
150 11 570 13.0
500 12 574 13.0
500 13 604 14.0
150 14 607 14.0
100 15 617 14.0
100 16 624 14.0
75 17 639 15.0
100 18 643 15.0
100 19 675 15.0
75 20 693 16.0
100 21 698 16.0
500 22 703 16.0
150 23 708 16.0
150 24 741 17.0
150 25 755 17.0
150 26 758 17.0
500 27 760 17.0
75 28 765 17.0
150 29 766 17.0
150 30 768 17.0
50 31 769 17.0
100 32 770 17.0
50 33 814 18.0
150 34 816 18.0
100 35 852 19.0
75 36 859 19.0
100 37 901 20.0
500 38 918 21.0
50 39 922 21.0
50 40 924 21.0
100 41 962 22.0
500 42 974 22.0
