#data counter step time
50 1 494 10.0
500 2 495 10.0
50 3 498 10.0
100 4 502 10.0
75 5 507 10.0
100 6 544 11.0
500 7 560 11.0
50 8 570 11.0
50 9 604 12.0
500 10 605 12.0
150 11 609 12.0
50 12 613 12.0
50 13 617 12.0
150 14 659 13.0
150 15 668 13.0
100 16 674 13.0
500 17 677 13.0
100 18 706 14.0
500 19 714 14.0
75 20 721 14.0
75 21 722 14.0
150 22 723 14.0
50 23 739 14.0
75 24 772 15.0
150 25 773 15.0
500 26 778 15.0
75 27 795 15.0
150 28 821 16.0
100 29 873 17.0
500 30 898 17.0
75 31 926 18.0
100 32 973 19.0
75 33 1018 19.0
