#data counter step time
75 1 481 10.0
500 2 509 11.0
500 3 529 11.0
100 4 531 11.0
75 5 544 11.0
75 6 549 11.0
100 7 556 11.0
50 8 571 12.0
500 9 583 12.0
100 10 584 12.0
75 11 588 12.0
50 12 591 12.0
50 13 592 12.0
100 14 600 12.0
100 15 627 13.0
100 16 633 13.0
100 17 638 13.0
500 18 640 13.0
150 19 641 13.0
100 20 647 13.0
500 21 657 13.0
150 22 693 14.0
50 23 695 14.0
50 24 706 14.0
75 25 710 14.0
100 26 744 15.0
500 27 750 15.0
75 28 766 15.0
500 29 767 15.0
150 30 821 17.0
50 31 849 17.0
150 32 853 17.0
75 33 863 17.0
500 34 896 18.0
75 35 900 18.0
100 36 916 18.0
