#data counter step time
500 1 455 10.0
100 2 464 10.0
75 3 533 12.0
100 4 540 12.0
500 5 544 12.0
100 6 569 13.0
100 7 573 13.0
100 8 584 13.0
150 9 600 14.0
100 10 614 14.0
75 11 619 14.0
150 12 638 14.0
100 13 661 15.0
75 14 665 15.0
100 15 670 15.0
100 16 690 16.0
75 17 696 16.0
500 18 712 16.0
100 19 713 16.0
100 20 719 16.0
75 21 725 16.0
75 22 734 17.0
500 23 745 17.0
50 24 755 17.0
100 25 758 17.0
500 26 788 18.0
100 27 837 19.0
75 28 846 19.0
50 29 854 19.0
50 30 934 21.0
75 31 971 22.0
100 32 972 22.0
