#data counter step time
50 1 438 10.0
100 2 440 10.0
100 3 441 10.0
150 4 456 10.0
150 5 458 10.0
50 6 459 10.0
100 7 479 11.0
500 8 488 11.0
150 9 521 12.0
100 10 537 12.0
75 11 540 12.0
500 12 542 12.0
50 13 546 12.0
100 14 548 12.0
500 15 549 12.0
500 16 550 12.0
100 17 563 13.0
75 18 584 13.0
150 19 587 13.0
75 20 590 13.0
150 21 633 14.0
50 22 634 14.0
100 23 641 14.0
75 24 657 15.0
75 25 682 15.0
500 26 707 16.0
50 27 711 16.0
100 28 713 16.0
150 29 745 17.0
500 30 750 17.0
75 31 804 18.0
75 32 805 18.0
500 33 816 18.0
75 34 823 18.0
100 35 846 19.0
50 36 856 19.0
100 37 893 20.0
150 38 953 21.0
500 39 962 22.0
50 40 971 22.0
100 41 992 22.0
