#data counter step time
75 1 1631 82.0
100 2 1682 86.0
500 3 1683 86.0
100 4 1724 89.0
100 5 1771 91.0
75 6 1826 93.0
150 7 1934 102.0
50 8 1966 103.0
500 9 1970 103.0
50 10 1976 104.0
100 11 1980 104.0
75 12 1997 105.0
50 13 2017 106.0
75 14 2034 107.0
150 15 2097 111.0
150 16 2106 111.0
500 17 2122 112.0
150 18 2128 113.0
100 19 2132 113.0
100 20 2218 120.0
500 21 2257 123.0
150 22 2262 124.0
500 23 2288 127.0
150 24 2315 129.0
500 25 2319 129.0
500 26 2330 130.0
150 27 2369 132.0
500 28 2373 132.0
150 29 2382 133.0
100 30 2383 133.0
100 31 2469 139.0
150 32 2532 143.0
75 33 2541 144.0
50 34 2568 145.0
500 35 2589 146.0
100 36 2599 147.0
50 37 2605 147.0
50 38 2607 147.0
500 39 2620 148.0
75 40 2621 148.0
50 41 2635 149.0
50 42 2646 150.0
50 43 2660 152.0
50 44 2667 152.0
500 45 2672 153.0
50 46 2676 153.0
100 47 2681 154.0
75 48 2692 155.0
100 49 2698 155.0
50 50 2715 156.0
500 51 2719 156.0
500 52 2770 161.0
50 53 2771 161.0
75 54 2782 162.0
150 55 2787 162.0
100 56 2792 163.0
150 57 2802 164.0
500 58 2809 164.0
100 59 2823 166.0
50 60 2834 167.0
150 61 2862 173.0
50 62 2866 173.0
150 63 2872 175.0
100 64 2873 175.0
50 65 2874 175.0
50 66 2886 176.0
50 67 2898 177.0
50 68 2907 178.0
150 69 2908 178.0
100 70 2917 178.0
100 71 2925 179.0
100 72 2928 179.0
500 73 2953 182.0
100 74 2973 183.0
75 75 2980 184.0
75 76 2983 184.0
100 77 3009 186.0
100 78 3019 186.0
100 79 3031 187.0
50 80 3035 187.0
150 81 3039 188.0
50 82 3040 188.0
150 83 3056 189.0
150 84 3065 190.0
150 85 3067 190.0
75 86 3104 192.0
100 87 3139 195.0
75 88 3149 196.0
100 89 3157 196.0
100 90 3169 197.0
50 91 3175 197.0
75 92 3228 201.0
500 93 3229 201.0
500 94 3238 201.0
50 95 3252 202.0
500 96 3267 203.0
75 97 3282 204.0
150 98 3292 204.0
100 99 3303 205.0
500 100 3313 207.0
50 101 3320 208.0
100 102 3326 210.0
75 103 3330 212.0
50 104 3337 213.0
150 105 3344 215.0
150 106 3348 215.0
100 107 3359 217.0
75 108 3362 217.0
100 109 3367 217.0
500 110 3376 218.0
500 111 3383 219.0
150 112 3390 220.0
100 113 3397 221.0
50 114 3405 225.0
100 115 3410 226.0
75 116 3412 226.0
75 117 3413 226.0
75 118 3438 234.0
100 119 3442 235.0
500 120 3447 238.0
100 121 3452 240.0
150 122 3455 240.0
500 123 3460 242.0
100 124 3461 242.0
50 125 3469 244.0
500 126 3476 246.0
500 127 3502 256.0
100 128 3520 263.0
50 129 3529 273.0
150 130 3536 280.0
100 131 3540 280.0
150 132 3548 288.0
75 133 3555 291.0
150 134 3561 296.0
50 135 3569 297.0
100 136 3570 297.0
100 137 3577 304.0
500 138 3587 310.0
100 139 3598 337.0
100 140 3609 350.0
75 141 3617 360.0
100 142 3624 371.0
100 143 3631 380.0
150 144 3653 451.0
100 145 3658 459.0
150 146 3677 513.0
