#data counter
398602.941176 1
411826.923077 2
488750.000000 3
15000.000000 4
152500.000000 5
331250.000000 6
157638.888889 7
299044.117647 8
377692.307692 9
617500.000000 10
426442.307692 11
145892.857143 12
13750.000000 13
279375.000000 14
225892.857143 15
426527.777778 16
276406.250000 17
280113.636364 18
483392.857143 19
656843.750000 20
434166.666667 21
403750.000000 22
159833.333333 23
131875.000000 24
606006.944444 25
6057.692308 26
9270.833333 27
431250.000000 28
279519.230769 29
305625.000000 30
