#data counter
3014825.949367 1
3210233.333333 2
3638209.677419 3
3489880.573248 4
4339587.500000 5
3499379.194631 6
3998012.422360 7
3774047.619048 8
3774567.307692 9
4928558.917197 10
3261769.425676 11
3058187.500000 12
3525485.641892 13
3840652.689873 14
3761026.182432 15
3948669.354839 16
4038416.940789 17
4130870.833333 18
3033054.635762 19
3312974.683544 20
4426847.484277 21
3225724.522293 22
4022214.052288 23
3149006.211180 24
3070855.263158 25
3256357.020548 26
3889027.777778 27
3901944.444444 28
3988085.443038 29
3549058.441558 30
