#data counter
706250.000000 1
887434.210526 2
603653.846154 3
954687.500000 4
999539.473684 5
865574.324324 6
444903.846154 7
699711.538462 8
1129218.750000 9
691336.206897 10
1133106.617647 11
867620.967742 12
1076388.888889 13
450916.666667 14
616381.578947 15
1009928.571429 16
939218.750000 17
1073187.500000 18
870347.222222 19
816854.838710 20
785500.000000 21
937573.529412 22
729736.842105 23
322916.666667 24
594705.882353 25
1101406.250000 26
729230.769231 27
901316.964286 28
583660.714286 29
612274.305556 30
