#data counter step time
100 1 420 10.0
50 2 437 10.0
75 3 444 10.0
500 4 448 10.0
75 5 451 10.0
50 6 457 10.0
75 7 458 10.0
100 8 460 10.0
100 9 486 11.0
50 10 489 11.0
100 11 491 11.0
75 12 496 11.0
100 13 500 11.0
50 14 502 11.0
75 15 504 11.0
150 16 535 12.0
150 17 537 12.0
150 18 542 12.0
100 19 550 12.0
50 20 574 13.0
75 21 579 13.0
50 22 586 13.0
150 23 594 13.0
100 24 624 14.0
500 25 627 14.0
100 26 632 14.0
500 27 634 14.0
500 28 635 14.0
100 29 637 14.0
75 30 642 14.0
100 31 643 14.0
150 32 671 15.0
50 33 681 15.0
50 34 699 16.0
500 35 717 16.0
100 36 719 16.0
500 37 725 16.0
500 38 739 17.0
50 39 759 17.0
100 40 760 17.0
500 41 761 17.0
75 42 768 17.0
150 43 774 17.0
50 44 786 18.0
150 45 825 18.0
50 46 827 18.0
100 47 857 19.0
100 48 893 20.0
150 49 903 20.0
100 50 905 20.0
