#data counter step time
100 1 463 10.0
100 2 466 10.0
100 3 478 10.0
100 4 485 10.0
75 5 524 11.0
50 6 529 11.0
100 7 533 11.0
100 8 542 11.0
100 9 563 12.0
150 10 568 12.0
500 11 574 12.0
150 12 585 12.0
100 13 588 12.0
100 14 609 13.0
100 15 651 14.0
500 16 666 14.0
75 17 676 14.0
75 18 704 15.0
100 19 705 15.0
150 20 715 15.0
75 21 720 15.0
50 22 721 15.0
500 23 756 16.0
75 24 761 16.0
100 25 786 17.0
100 26 800 17.0
100 27 838 18.0
500 28 847 18.0
100 29 905 19.0
100 30 943 20.0
100 31 954 20.0
50 32 987 21.0
