#data counter step time
50 1 434 10.0
100 2 441 10.0
75 3 444 10.0
100 4 458 10.0
100 5 463 10.0
500 6 465 10.0
150 7 469 10.0
100 8 497 11.0
75 9 500 11.0
150 10 505 11.0
500 11 506 11.0
75 12 535 12.0
75 13 543 12.0
75 14 544 12.0
150 15 555 12.0
75 16 584 13.0
50 17 585 13.0
150 18 593 13.0
100 19 596 13.0
100 20 597 13.0
75 21 598 13.0
50 22 614 14.0
50 23 621 14.0
500 24 629 14.0
75 25 630 14.0
100 26 650 14.0
100 27 661 15.0
100 28 667 15.0
50 29 696 15.0
100 30 699 15.0
150 31 723 16.0
100 32 735 16.0
50 33 781 17.0
100 34 817 18.0
500 35 835 19.0
50 36 897 20.0
100 37 908 20.0
75 38 973 22.0
