#data counter step time
150 1 1618 76.0
75 2 1677 82.0
75 3 1733 86.0
100 4 1757 87.0
150 5 1759 87.0
100 6 1862 91.0
75 7 1890 93.0
100 8 1923 95.0
100 9 2049 107.0
150 10 2158 117.0
100 11 2171 118.0
100 12 2243 120.0
75 13 2268 122.0
100 14 2287 123.0
100 15 2290 123.0
75 16 2291 123.0
50 17 2309 125.0
50 18 2325 126.0
150 19 2327 126.0
100 20 2362 128.0
500 21 2377 129.0
150 22 2390 130.0
150 23 2391 130.0
150 24 2425 131.0
500 25 2429 131.0
100 26 2447 133.0
150 27 2451 133.0
50 28 2469 135.0
100 29 2489 137.0
150 30 2496 137.0
75 31 2509 138.0
50 32 2511 138.0
150 33 2519 139.0
500 34 2520 139.0
100 35 2524 139.0
100 36 2533 140.0
150 37 2541 140.0
150 38 2573 142.0
100 39 2585 143.0
500 40 2586 143.0
500 41 2589 143.0
100 42 2611 144.0
500 43 2612 144.0
500 44 2635 145.0
500 45 2641 146.0
75 46 2667 149.0
100 47 2694 152.0
75 48 2705 153.0
500 49 2713 153.0
75 50 2725 155.0
500 51 2728 155.0
150 52 2795 159.0
50 53 2804 160.0
500 54 2811 160.0
50 55 2823 162.0
150 56 2829 162.0
100 57 2838 163.0
75 58 2839 163.0
500 59 2842 163.0
75 60 2846 164.0
75 61 2875 167.0
500 62 2887 169.0
150 63 2903 171.0
100 64 2916 172.0
150 65 2919 172.0
150 66 2922 173.0
75 67 2936 174.0
100 68 2945 174.0
50 69 2954 175.0
75 70 2956 175.0
150 71 2958 175.0
150 72 2967 175.0
75 73 2984 177.0
50 74 3000 178.0
100 75 3005 179.0
100 76 3017 180.0
100 77 3028 181.0
75 78 3031 181.0
100 79 3053 183.0
100 80 3067 184.0
75 81 3076 185.0
75 82 3097 186.0
100 83 3116 187.0
150 84 3158 190.0
500 85 3171 191.0
500 86 3183 192.0
100 87 3209 194.0
75 88 3224 195.0
100 89 3249 197.0
100 90 3262 198.0
500 91 3287 199.0
50 92 3297 200.0
50 93 3347 203.0
75 94 3352 203.0
100 95 3360 203.0
100 96 3388 206.0
50 97 3406 210.0
150 98 3409 211.0
500 99 3415 213.0
500 100 3424 214.0
500 101 3432 216.0
75 102 3440 217.0
150 103 3442 217.0
100 104 3449 217.0
100 105 3450 217.0
500 106 3465 220.0
75 107 3470 220.0
500 108 3472 220.0
500 109 3474 220.0
50 110 3501 224.0
100 111 3503 224.0
100 112 3508 226.0
100 113 3537 231.0
100 114 3539 232.0
150 115 3542 233.0
100 116 3546 235.0
50 117 3550 236.0
500 118 3556 238.0
75 119 3561 239.0
500 120 3568 241.0
50 121 3570 241.0
150 122 3595 249.0
500 123 3617 255.0
500 124 3620 257.0
100 125 3627 258.0
75 126 3635 259.0
100 127 3647 263.0
75 128 3653 265.0
50 129 3661 267.0
100 130 3667 268.0
50 131 3670 268.0
150 132 3671 269.0
75 133 3675 270.0
75 134 3698 282.0
50 135 3701 282.0
100 136 3704 283.0
500 137 3707 284.0
100 138 3728 294.0
500 139 3747 300.0
100 140 3750 307.0
50 141 3759 312.0
75 142 3763 313.0
500 143 3773 320.0
500 144 3775 321.0
75 145 3784 323.0
500 146 3787 323.0
100 147 3797 326.0
100 148 3824 360.0
75 149 3829 373.0
75 150 3831 374.0
500 151 3838 380.0
75 152 3859 481.0
150 153 3862 498.0
