#data counter step time
150 1 438 10.0
100 2 442 10.0
500 3 463 10.0
150 4 468 10.0
50 5 501 11.0
50 6 506 11.0
150 7 507 11.0
150 8 576 13.0
100 9 593 13.0
75 10 616 14.0
100 11 623 14.0
500 12 637 14.0
100 13 657 15.0
100 14 661 15.0
100 15 704 16.0
100 16 705 16.0
50 17 713 16.0
75 18 717 16.0
50 19 719 16.0
100 20 737 17.0
75 21 749 17.0
500 22 758 17.0
50 23 768 17.0
50 24 770 17.0
75 25 801 18.0
100 26 839 19.0
50 27 846 19.0
150 28 857 19.0
100 29 895 20.0
500 30 923 21.0
100 31 932 21.0
150 32 964 22.0
150 33 992 22.0
