#data counter
557250.000000 1
510583.333333 2
147272.727273 3
407343.750000 4
164000.000000 5
424333.333333 6
428500.000000 7
379642.857143 8
13888.888889 9
180625.000000 10
8888.888889 11
155416.666667 12
512773.437500 13
374750.000000 14
486835.937500 15
275568.181818 16
330000.000000 17
482019.230769 18
461083.333333 19
5000.000000 20
573593.750000 21
163557.692308 22
9305.555556 23
148906.250000 24
460750.000000 25
534802.631579 26
307500.000000 27
361071.428571 28
392750.000000 29
361822.916667 30
