#data counter
3626185.897436 1
2927021.604938 2
4815772.727273 3
4064026.073620 4
4280130.537975 5
4004785.276074 6
3958198.757764 7
2559236.577181 8
4209125.766871 9
4265841.911765 10
3571467.391304 11
3722683.121019 12
3400308.593750 13
3841810.897436 14
4580250.000000 15
4388241.279070 16
4243757.668712 17
3808883.136095 18
3862577.639752 19
4061037.946429 20
3632223.557692 21
3738974.358974 22
3674795.597484 23
3828190.184049 24
4110000.000000 25
3612370.833333 26
4005000.000000 27
3587248.427673 28
3360813.609467 29
3944022.943038 30
