#data counter
166.025641 1
141.049383 2
187.272727 3
166.564417 4
178.322785 5
168.404908 6
164.596273 7
144.127517 8
169.325153 9
170.441176 10
159.782609 11
168.471338 12
151.406250 13
163.141026 14
191.250000 15
171.802326 16
172.239264 17
162.130178 18
161.801242 19
166.517857 20
164.903846 21
160.897436 22
161.949686 23
154.754601 24
163.888889 25
159.833333 26
169.444444 27
159.591195 28
153.698225 29
165.981013 30
