#data counter step time
50 1 1363 49.0
100 2 1388 51.0
150 3 1735 76.0
500 4 1780 79.0
75 5 1789 80.0
75 6 1903 86.0
100 7 1957 90.0
500 8 2007 92.0
100 9 2015 93.0
150 10 2057 95.0
50 11 2061 95.0
100 12 2087 97.0
100 13 2129 99.0
100 14 2141 100.0
150 15 2291 106.0
100 16 2324 108.0
100 17 2356 110.0
50 18 2392 111.0
150 19 2435 114.0
100 20 2470 115.0
500 21 2482 116.0
150 22 2497 117.0
100 23 2501 117.0
150 24 2502 117.0
100 25 2545 120.0
100 26 2563 121.0
100 27 2568 122.0
500 28 2574 122.0
100 29 2586 123.0
100 30 2589 123.0
500 31 2642 127.0
50 32 2649 128.0
150 33 2659 128.0
150 34 2664 129.0
50 35 2665 129.0
75 36 2684 131.0
100 37 2693 132.0
50 38 2694 132.0
100 39 2701 132.0
500 40 2755 136.0
50 41 2780 138.0
50 42 2785 138.0
150 43 2817 139.0
100 44 2821 139.0
500 45 2829 139.0
500 46 2840 140.0
150 47 2872 142.0
100 48 2885 143.0
75 49 2921 145.0
50 50 2939 146.0
500 51 2947 147.0
100 52 2963 148.0
500 53 2967 149.0
500 54 2980 149.0
100 55 2982 149.0
100 56 2992 150.0
100 57 3014 152.0
50 58 3019 153.0
500 59 3024 154.0
50 60 3028 154.0
50 61 3043 157.0
50 62 3049 157.0
100 63 3060 159.0
75 64 3064 159.0
150 65 3072 159.0
100 66 3100 161.0
75 67 3101 161.0
50 68 3112 162.0
500 69 3115 162.0
500 70 3118 162.0
75 71 3135 163.0
100 72 3143 164.0
150 73 3144 164.0
150 74 3160 165.0
50 75 3181 167.0
100 76 3195 169.0
100 77 3199 169.0
100 78 3204 169.0
100 79 3206 169.0
500 80 3209 170.0
100 81 3215 170.0
75 82 3216 170.0
500 83 3225 170.0
75 84 3232 171.0
150 85 3247 172.0
150 86 3252 172.0
100 87 3256 172.0
150 88 3270 173.0
150 89 3280 174.0
150 90 3285 174.0
150 91 3289 175.0
150 92 3291 175.0
500 93 3293 175.0
100 94 3307 176.0
100 95 3322 177.0
100 96 3325 177.0
75 97 3340 179.0
100 98 3343 179.0
100 99 3370 181.0
500 100 3383 182.0
50 101 3390 183.0
50 102 3392 183.0
500 103 3410 184.0
100 104 3424 185.0
50 105 3426 185.0
500 106 3452 187.0
100 107 3505 190.0
50 108 3507 190.0
75 109 3578 194.0
75 110 3580 194.0
75 111 3616 196.0
500 112 3637 197.0
50 113 3648 199.0
50 114 3652 199.0
500 115 3654 200.0
100 116 3658 201.0
150 117 3670 202.0
100 118 3673 202.0
150 119 3677 202.0
50 120 3682 203.0
100 121 3683 203.0
150 122 3695 204.0
75 123 3708 205.0
500 124 3712 206.0
75 125 3718 206.0
100 126 3721 206.0
75 127 3727 207.0
150 128 3743 211.0
100 129 3748 212.0
75 130 3770 216.0
100 131 3778 217.0
50 132 3799 222.0
100 133 3816 226.0
75 134 3819 226.0
100 135 3821 227.0
75 136 3831 230.0
75 137 3833 230.0
75 138 3836 230.0
100 139 3841 232.0
150 140 3844 235.0
150 141 3850 237.0
75 142 3855 237.0
150 143 3865 240.0
100 144 3873 244.0
500 145 3883 247.0
50 146 3886 248.0
75 147 3887 249.0
75 148 3892 251.0
500 149 3893 251.0
100 150 3899 252.0
75 151 3900 252.0
75 152 3910 256.0
50 153 3927 262.0
150 154 3939 268.0
150 155 3951 273.0
150 156 3960 275.0
75 157 3973 287.0
150 158 3976 289.0
100 159 3981 293.0
75 160 3986 298.0
50 161 3987 298.0
50 162 3993 299.0
75 163 3999 303.0
50 164 4012 315.0
100 165 4017 321.0
100 166 4036 355.0
500 167 4042 367.0
100 168 4047 379.0
150 169 4050 408.0
500 170 4062 452.0
