#data counter
307343.750000 1
505000.000000 2
152562.500000 3
313072.916667 4
476923.076923 5
155113.636364 6
267008.928571 7
297613.636364 8
367307.692308 9
305000.000000 10
296071.428571 11
229921.875000 12
501544.117647 13
260062.500000 14
306513.157895 15
661006.944444 16
409852.941176 17
169166.666667 18
422777.777778 19
13072.916667 20
669926.470588 21
459322.916667 22
169852.941176 23
387916.666667 24
472291.666667 25
306397.058824 26
354000.000000 27
155113.636364 28
162272.727273 29
137500.000000 30
