#data counter
21870.057280 1
32054.267969 2
21789.521723 3
23245.283399 4
26686.991051 5
21580.565186 6
24548.640462 7
19548.772542 8
25488.821138 9
19644.798137 10
30295.192638 11
27705.524525 12
26336.477987 13
26102.687377 14
29330.332850 15
23836.059986 16
20994.814633 17
20844.558389 18
17848.165761 19
26223.409685 20
26874.223602 21
24204.406874 22
21401.858928 23
21216.852010 24
22181.932545 25
17870.147516 26
20834.021328 27
23990.472668 28
23650.187087 29
29434.758379 30
