#data counter step time
75 1 444 10.0
100 2 451 10.0
150 3 465 10.0
50 4 466 10.0
100 5 476 11.0
75 6 481 11.0
100 7 486 11.0
100 8 498 11.0
100 9 510 11.0
100 10 544 12.0
150 11 547 12.0
150 12 548 12.0
100 13 550 12.0
500 14 553 12.0
100 15 587 13.0
75 16 588 13.0
75 17 589 13.0
100 18 590 13.0
100 19 593 13.0
75 20 622 14.0
50 21 638 14.0
75 22 642 14.0
100 23 671 15.0
50 24 679 15.0
150 25 681 15.0
75 26 682 15.0
500 27 689 15.0
75 28 717 16.0
75 29 723 16.0
150 30 737 16.0
75 31 771 17.0
100 32 780 17.0
500 33 781 17.0
100 34 812 18.0
100 35 814 18.0
100 36 858 19.0
50 37 926 21.0
100 38 940 21.0
100 39 946 21.0
75 40 950 21.0
100 41 964 22.0
