#data counter step time
100 1 1371 39.0
50 2 1599 61.0
100 3 1781 74.0
500 4 1788 74.0
100 5 1902 79.0
150 6 2014 86.0
75 7 2019 87.0
50 8 2021 87.0
150 9 2058 89.0
100 10 2103 92.0
150 11 2105 92.0
50 12 2125 93.0
100 13 2150 94.0
500 14 2158 95.0
75 15 2187 96.0
75 16 2229 98.0
75 17 2301 102.0
75 18 2379 106.0
150 19 2385 106.0
500 20 2409 107.0
150 21 2424 108.0
100 22 2449 109.0
50 23 2472 110.0
50 24 2478 110.0
150 25 2500 111.0
100 26 2512 112.0
500 27 2535 114.0
75 28 2537 114.0
75 29 2557 115.0
150 30 2559 115.0
50 31 2581 116.0
500 32 2585 116.0
100 33 2610 117.0
100 34 2627 118.0
150 35 2630 118.0
50 36 2637 119.0
50 37 2658 120.0
500 38 2666 121.0
50 39 2673 121.0
100 40 2687 123.0
50 41 2690 123.0
100 42 2706 125.0
75 43 2711 125.0
150 44 2725 126.0
500 45 2726 126.0
150 46 2730 127.0
100 47 2743 128.0
150 48 2745 128.0
50 49 2747 128.0
100 50 2776 130.0
150 51 2790 131.0
150 52 2799 132.0
75 53 2830 133.0
50 54 2843 134.0
150 55 2853 134.0
500 56 2885 136.0
100 57 2907 137.0
500 58 2908 137.0
50 59 2915 137.0
50 60 2963 140.0
50 61 2964 140.0
500 62 2978 141.0
75 63 2988 142.0
50 64 2994 143.0
500 65 2999 143.0
75 66 3011 143.0
50 67 3023 144.0
100 68 3039 145.0
500 69 3041 145.0
50 70 3053 146.0
50 71 3099 148.0
500 72 3102 148.0
75 73 3105 148.0
50 74 3126 149.0
75 75 3137 150.0
100 76 3148 151.0
150 77 3150 151.0
75 78 3151 151.0
150 79 3183 156.0
50 80 3193 157.0
75 81 3194 157.0
100 82 3207 158.0
100 83 3209 159.0
75 84 3212 159.0
100 85 3217 159.0
150 86 3223 160.0
500 87 3244 162.0
75 88 3245 162.0
100 89 3251 162.0
50 90 3263 163.0
500 91 3278 164.0
75 92 3298 165.0
500 93 3300 165.0
100 94 3310 166.0
50 95 3312 166.0
150 96 3324 167.0
500 97 3327 168.0
100 98 3346 170.0
100 99 3356 171.0
100 100 3371 173.0
100 101 3380 173.0
500 102 3383 174.0
150 103 3385 174.0
150 104 3395 175.0
75 105 3399 176.0
500 106 3410 177.0
150 107 3417 178.0
500 108 3424 178.0
100 109 3428 178.0
75 110 3456 181.0
100 111 3467 181.0
75 112 3505 183.0
150 113 3508 183.0
150 114 3529 184.0
100 115 3543 185.0
100 116 3569 186.0
100 117 3608 188.0
100 118 3613 188.0
500 119 3665 190.0
50 120 3668 190.0
500 121 3701 191.0
75 122 3702 191.0
75 123 3712 191.0
50 124 3765 193.0
100 125 3774 194.0
100 126 3797 198.0
100 127 3798 198.0
150 128 3814 201.0
100 129 3823 203.0
500 130 3833 205.0
75 131 3842 207.0
500 132 3848 208.0
100 133 3849 208.0
75 134 3862 210.0
150 135 3863 210.0
75 136 3872 212.0
50 137 3880 215.0
100 138 3887 216.0
75 139 3889 216.0
100 140 3895 216.0
100 141 3899 217.0
75 142 3902 217.0
100 143 3918 220.0
100 144 3925 222.0
150 145 3945 225.0
100 146 3946 225.0
75 147 3949 225.0
150 148 3963 229.0
150 149 3967 231.0
75 150 3972 233.0
150 151 3981 235.0
100 152 3984 236.0
500 153 3990 239.0
150 154 3992 239.0
100 155 3993 240.0
150 156 4000 243.0
150 157 4003 243.0
100 158 4004 244.0
100 159 4011 247.0
100 160 4013 249.0
150 161 4023 253.0
100 162 4055 262.0
50 163 4074 270.0
100 164 4085 282.0
75 165 4089 283.0
100 166 4103 289.0
100 167 4111 291.0
100 168 4119 294.0
500 169 4131 300.0
75 170 4137 307.0
100 171 4148 311.0
100 172 4149 311.0
500 173 4155 316.0
100 174 4158 323.0
75 175 4159 323.0
100 176 4163 324.0
500 177 4165 325.0
100 178 4177 333.0
50 179 4179 340.0
150 180 4182 343.0
100 181 4188 356.0
150 182 4215 730.0
