#data counter
293750.000000 1
137421.875000 2
308083.333333 3
295585.937500 4
638250.000000 5
295580.357143 6
394322.916667 7
269312.500000 8
417500.000000 9
276666.666667 10
288035.714286 11
506875.000000 12
281730.769231 13
148046.875000 14
13750.000000 15
279423.076923 16
7272.727273 17
173258.928571 18
395000.000000 19
257421.875000 20
512426.470588 21
581523.437500 22
389852.941176 23
438161.764706 24
304375.000000 25
265568.181818 26
164335.937500 27
611944.444444 28
164960.937500 29
358863.636364 30
