#data counter
146.649079 1
199.036139 2
143.476571 3
147.498991 4
162.148068 5
35.355339 6
106.543712 7
161.986368 8
168.541538 9
166.136060 10
153.491963 11
143.175376 12
173.641916 13
105.152201 14
179.297060 15
144.328546 16
142.374882 17
148.664691 18
155.481807 19
179.729329 20
150.946680 21
212.506684 22
182.014194 23
165.865499 24
181.455192 25
168.832173 26
117.318315 27
189.562828 28
165.303865 29
40.617929 30
