#data counter
25300 1
24450 2
29025 3
25650 4
22500 5
23025 6
27300 7
23625 8
24025 9
27700 10
23025 11
28750 12
26075 13
24425 14
22225 15
23400 16
25150 17
22125 18
28275 19
26925 20
27450 21
27275 22
24100 23
21800 24
27525 25
26450 26
28125 27
23400 28
26800 29
27850 30
25850 31
26425 32
24950 33
24400 34
28350 35
24750 36
26450 37
25600 38
30825 39
26250 40
23025 41
25400 42
23600 43
28625 44
23525 45
30950 46
24850 47
26775 48
26250 49
23900 50
22125 51
24250 52
29150 53
25650 54
23575 55
25875 56
25300 57
25250 58
23050 59
31200 60
28000 61
28050 62
27375 63
24750 64
24200 65
24900 66
27350 67
22200 68
20925 69
24100 70
25950 71
24875 72
28950 73
21300 74
23400 75
23825 76
23375 77
27025 78
27600 79
26225 80
26875 81
27475 82
25500 83
22925 84
22825 85
27975 86
22050 87
24600 88
25050 89
25875 90
26250 91
28725 92
25650 93
24650 94
27400 95
26300 96
25400 97
27375 98
24375 99
22875 100
