#data counter
10 1
12 2
12 3
10 4
11 5
16 6
11 7
15 8
10 9
9 10
10 11
11 12
11 13
10 14
15 15
7 16
11 17
17 18
8 19
18 20
13 21
13 22
14 23
12 24
10 25
16 26
13 27
13 28
17 29
13 30
12 31
7 32
16 33
17 34
8 35
12 36
6 37
19 38
13 39
10 40
11 41
15 42
16 43
10 44
19 45
8 46
10 47
14 48
7 49
10 50
14 51
11 52
9 53
11 54
10 55
8 56
19 57
12 58
6 59
11 60
16 61
13 62
13 63
8 64
14 65
12 66
8 67
7 68
19 69
11 70
14 71
10 72
11 73
12 74
24 75
17 76
16 77
14 78
13 79
16 80
14 81
8 82
13 83
13 84
9 85
12 86
12 87
5 88
7 89
15 90
10 91
7 92
11 93
13 94
14 95
14 96
11 97
13 98
14 99
13 100
