#data counter
28 1
29 2
28 3
25 4
29 5
28 6
26 7
26 8
21 9
28 10
40 11
20 12
23 13
37 14
34 15
29 16
24 17
33 18
30 19
27 20
20 21
26 22
31 23
30 24
33 25
29 26
22 27
34 28
31 29
25 30
26 31
30 32
29 33
30 34
33 35
27 36
30 37
28 38
24 39
29 40
32 41
23 42
23 43
27 44
33 45
27 46
40 47
26 48
29 49
36 50
35 51
25 52
33 53
29 54
24 55
25 56
32 57
31 58
26 59
23 60
26 61
24 62
32 63
32 64
38 65
36 66
38 67
36 68
28 69
42 70
24 71
28 72
27 73
32 74
33 75
29 76
31 77
25 78
30 79
26 80
27 81
31 82
30 83
27 84
38 85
28 86
32 87
29 88
31 89
28 90
35 91
24 92
27 93
22 94
22 95
24 96
35 97
27 98
35 99
31 100
