#data counter
291071.428571 1
280113.636364 2
5000.000000 3
265562.500000 4
431083.333333 5
333750.000000 6
380555.555556 7
275000.000000 8
380572.916667 9
543161.764706 10
464807.692308 11
255546.875000 12
526473.214286 13
433593.750000 14
265572.916667 15
485580.357143 16
276041.666667 17
271818.181818 18
293750.000000 19
368072.916667 20
534750.000000 21
306826.923077 22
161826.923077 23
262421.875000 24
30773.809524 25
309926.470588 26
157750.000000 27
566785.714286 28
5535.714286 29
252812.500000 30
